플랜트,위치,설비,고장 모드,고장 원인,고장 조치사항,작동시간,보수시간,상태플래그,Column_10,Column_11,Column_12,Column_13,Column_14,Column_15,Column_16,Column_17,Column_18,Column_19,Column_20,Column_21,Column_22-T,Column_23,Column_24,Column_25,Column_26-T,Column_27,Column_28
경기지역본부,안중GS,000000000013002191,오동작/계기불량/작동불량,Unbalance,교정/조정/재설정 작업,111,169,F,,,,,,,,,,,,,이완/풀림/탈락,7.6923076923076925,0.00000048694029555623,17,,,
경기지역본부,안중GS,000000000013002191,오동작/계기불량/작동불량,이완/밀봉/고정 불량,부품/자재 교체,3730,149,F,,,,,,,,,,,,,전송/통신 불량,4.524886877828054,0.00000028643546797425294,10,,,
경기지역본부,안중GS,000000000013002191,오동작/계기불량/작동불량,설정값불량/점검불량,교정/조정/재설정 작업,177,79,F,,,,,,,,,,,,,정지(Trip)/기동불량/전원불량,1.8099547511312217,0.00000011457418718970118,4,,,
경기지역본부,안중GS,000000000013002191,내부 LEAK,부품/자재 불량,부품/자재 교체,51537,119,F,,,,,,,,,,,,,직접입력,4.97737556561086,0.00000031507901477167826,11,,,
경기지역본부,안중GS,000000000013002191,,,,30672,*,C,,,,,,,,,,,,,진동/소음,2.262443438914027,0.00000014321773398712647,5,,,
경기지역본부,안중GS,000000000013002192,오동작/계기불량/작동불량,이물질 ,분해점검,4888,72,F,,,,,,,,,,,,,,,,,,,
경기지역본부,안중GS,000000000013002192,,,,85440,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,안중GS,000000000013002194,이완/풀림/탈락,이완/밀봉/고정 불량,,20822,26,F,,,,,,,,,,,,,,,,,,,
경기지역본부,안중GS,000000000013002194,,,,61392,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,발안GS,000000000013002196,내부 LEAK,마모(Wear out),분해점검,3586,27,F,,,,,,,,,,,,,,,,,,,
경기지역본부,발안GS,000000000013002196,오동작/계기불량/작동불량,마모(Wear out),분해점검,8151,71,F,,,,,,,,,,,,,,,,,,,
경기지역본부,발안GS,000000000013002196,오동작/계기불량/작동불량,설정값불량/점검불량,교정/조정/재설정 작업,50697,264,F,,,,,,,,,,,,,,,,,,,
경기지역본부,발안GS,000000000013002197,오동작/계기불량/작동불량,직접입력,부품/자재 교체,11199,288,F,,,,,,,,,,,,,,,,,,,
경기지역본부,발안GS,000000000013002197,결빙(Icing),온도변화/열팽창 ,보강/개조/추가설치,21262,96,F,,,,,,,,,,,,,,,,,,,
경기지역본부,반월GS,000000000013002200,,,,90000,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,반월GS,000000000013002201,결빙(Icing),노후/장기사용,부품/자재 교체,4210,387,F,,,,,,,,,,,,,,,,,,,
경기지역본부,반월GS,000000000013002201,,,,32328,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,반월GS,000000000013002202,외부 LEAK,이완/밀봉/고정 불량,밀봉/조임 작업,17254,127,F,,,,,,,,,,,,,,,,,,,
경기지역본부,반월GS,000000000013002202,,,,81720,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,반월GS,000000000013002203,,,,51120,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,반월GS,000000000013002204,내부 LEAK,부품/자재 불량,밀봉/조임 작업,17123,333,F,,,,,,,,,,,,,,,,,,,
경기지역본부,반월GS,000000000013002204,,,,18710,*,F,,,,,,,,,,,,,,,,,,,
경기지역본부,반월GS,000000000013002204,,,,51816,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,반월GS,000000000013002205,,,,97606,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,반월GS,000000000013002206,전송/통신 불량,단선/단락/오결선 ,직접입력,9327,330,F,,,,,,,,,,,,,,,,,,,
경기지역본부,반월GS,000000000013002206,오동작/계기불량/작동불량,부품/자재 불량,부품/자재 교체,13146,645,F,,,,,,,,,,,,,,,,,,,
경기지역본부,반월GS,000000000013002206,오동작/계기불량/작동불량,부식 ,부품/자재 교체,8241,30,F,,,,,,,,,,,,,,,,,,,
경기지역본부,반월GS,000000000013002206,오동작/계기불량/작동불량,부품/자재 불량,부품/자재 교체,21664,312,F,,,,,,,,,,,,,,,,,,,
경기지역본부,반월GS,000000000013002206,,,,44592,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,목감GS,000000000013002209,오동작/계기불량/작동불량,직접입력,분해점검,1023,73,F,,,,,,,,,,,,,,,,,,,
경기지역본부,목감GS,000000000013002209,직접입력,,,13258,*,F,,,,,,,,,,,,,,,,,,,
경기지역본부,목감GS,000000000013002209,이완/풀림/탈락,이완/밀봉/고정 불량,분해점검,19001,135,F,,,,,,,,,,,,,,,,,,,
경기지역본부,목감GS,000000000013002209,외부 LEAK,이완/밀봉/고정 불량,밀봉/조임 작업,41554,102,F,,,,,,,,,,,,,,,,,,,
경기지역본부,목감GS,000000000013002209,,,,15072,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,목감GS,000000000013002210,,,,90600,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,목감GS,000000000013002211,직접입력,직접입력,분해점검,2175,26,F,,,,,,,,,,,,,,,,,,,
경기지역본부,목감GS,000000000013002211,,,,88416,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,목감GS,000000000013002212,외부 LEAK,이완/밀봉/고정 불량,부품/자재 교체,14057,2368,F,,,,,,,,,,,,,,,,,,,
경기지역본부,목감GS,000000000013002212,변형/변색/부식 ,이물질 ,부품/자재 교체,10711,25,F,,,,,,,,,,,,,,,,,,,
경기지역본부,목감GS,000000000013002212,,,,65808,*,C,,,,,,,,,,,,,,,,,,,
인천지역본부,운연GS,000000000013002216,,,,25296,*,C,,,,,,,,,,,,,,,,,,,
인천지역본부,가좌GS,000000000013002223,,,,16560,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,석수GS,000000000013002251,전송/통신 불량,S/W 오류,교정/조정/재설정 작업,1982,689,F,,,,,,,,,,,,,,,,,,,
경기지역본부,석수GS,000000000013002251,이완/풀림/탈락,노후/장기사용,재설치 ,10787,174,F,,,,,,,,,,,,,,,,,,,
경기지역본부,석수GS,000000000013002251,,,,67632,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,석수GS,000000000013002253,오동작/계기불량/작동불량,노후/장기사용,철거/전지작업,12152,792,F,,,,,,,,,,,,,,,,,,,
경기지역본부,석수GS,000000000013002253,,,,71448,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,평택GS,000000000013002254,외부 LEAK,이완/밀봉/고정 불량,밀봉/조임 작업,26800,184,F,,,,,,,,,,,,,,,,,,,
경기지역본부,평택GS,000000000013002254,전송/통신 불량,설계/설치불량/연약지반 ,직접입력,36683,167,F,,,,,,,,,,,,,,,,,,,
경기지역본부,평택GS,000000000013002254,,,,8952,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,평택GS,000000000013002255,외부 LEAK,노후/장기사용,분해점검,595,109,F,,,,,,,,,,,,,,,,,,,
경기지역본부,평택GS,000000000013002255,,,,58800,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,평택GS,000000000013002257,,,,76968,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,오산GS,000000000013002259,,,,43320,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,오산GS,000000000013002260,외부 LEAK,부품/자재 불량,부품/자재 교체,154,1,F,,,,,,,,,,,,,,,,,,,
경기지역본부,오산GS,000000000013002260,,,,73608,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,분당GS,000000000013002271,,,,56808,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,분당GS,000000000013002272,,,,56808,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,분당GS,000000000013002275,,,,76224,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,분당GS,000000000013002276,,,,76224,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,분당GS,000000000013002277,,,,76224,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,평촌GS,000000000013002280,외부 LEAK,부품/자재 불량,부품/자재 교체,10258,47,F,,,,,,,,,,,,,,,,,,,
경기지역본부,평촌GS,000000000013002280,고착 (Stick),온도변화/열팽창 ,분해점검,25073,2,F,,,,,,,,,,,,,,,,,,,
경기지역본부,평촌GS,000000000013002280,이물질/오염,이물질 ,분해점검,39203,196,F,,,,,,,,,,,,,,,,,,,
경기지역본부,평촌GS,000000000013002280,,,,17448,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,평촌GS,000000000013002281,,,,80688,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,평촌GS,000000000013002282,,,,91344,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,평촌GS,000000000013002285,외부 LEAK,노후/장기사용,,14865,23,F,,,,,,,,,,,,,,,,,,,
경기지역본부,평촌GS,000000000013002285,이물질/오염,이물질 ,청소/윤활/코팅 작업,46265,861,F,,,,,,,,,,,,,,,,,,,
경기지역본부,평촌GS,000000000013002285,,,,16392,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,평촌GS,000000000013002286,,,,90840,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,평촌GS,000000000013002287,,,,48792,*,C,,,,,,,,,,,,,,,,,,,
인천지역본부,남동GS,000000000013002289,,,,10200,*,C,,,,,,,,,,,,,,,,,,,
인천지역본부,남동GS,000000000013002290,,,,30528,*,C,,,,,,,,,,,,,,,,,,,
인천지역본부,남동GS,000000000013002294,,,,30048,*,C,,,,,,,,,,,,,,,,,,,
인천지역본부,남동GS,000000000013002296,,,,12720,*,C,,,,,,,,,,,,,,,,,,,
인천지역본부,남동GS,000000000013002297,,,,21456,*,C,,,,,,,,,,,,,,,,,,,
인천지역본부,남동GS,000000000013002299,,,,26328,*,C,,,,,,,,,,,,,,,,,,,
인천지역본부,경서GS,000000000013002305,,,,5424,*,C,,,,,,,,,,,,,,,,,,,
인천지역본부,경서GS,000000000013002307,,,,36240,*,C,,,,,,,,,,,,,,,,,,,
인천지역본부,영종GS,000000000013002315,전송/통신 불량,설정값불량/점검불량,교정/조정/재설정 작업,11842,2282,F,,,,,,,,,,,,,,,,,,,
인천지역본부,영종GS,000000000013002315,,,,30696,*,C,,,,,,,,,,,,,,,,,,,
인천지역본부,영종GS,000000000013002325,,,,36096,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,동탄GS,000000000013002332,,,,65448,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,동탄GS,000000000013002333,,,,69936,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,동탄GS,000000000013002334,,,,68520,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,동탄GS,000000000013002335,,,,68406,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,동탄GS,000000000013002339,,,,2952,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,동탄GS,000000000013002340,,,,68280,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,동탄GS,000000000013002341,,,,85800,*,C,,,,,,,,,,,,,,,,,,,
서울지역본부,방배GS,000000000013002359,,,,5952,*,C,,,,,,,,,,,,,,,,,,,
서울지역본부,대치GS,000000000013002361,,,,41256,*,C,,,,,,,,,,,,,,,,,,,
서울지역본부,대치GS,000000000013002363,,,,50208,*,C,,,,,,,,,,,,,,,,,,,
서울지역본부,대치GS,000000000013002364,,,,50208,*,C,,,,,,,,,,,,,,,,,,,
서울지역본부,대치GS,000000000013002365,,,,50208,*,C,,,,,,,,,,,,,,,,,,,
서울지역본부,대치GS,000000000013002366,,,,96096,*,C,,,,,,,,,,,,,,,,,,,
서울지역본부,대치GS,000000000013002367,,,,67008,*,C,,,,,,,,,,,,,,,,,,,
서울지역본부,대치GS,000000000013002369,,,,65544,*,C,,,,,,,,,,,,,,,,,,,
서울지역본부,대치GS,000000000013002371,정지(Trip)/기동불량/전원불량,이완/밀봉/고정 불량,밀봉/조임 작업,24953,22,F,,,,,,,,,,,,,,,,,,,
서울지역본부,대치GS,000000000013002371,외부 LEAK,부품/자재 불량,부품/자재 교체,3812,41,F,,,,,,,,,,,,,,,,,,,
서울지역본부,대치GS,000000000013002371,,,,36408,*,C,,,,,,,,,,,,,,,,,,,
서울지역본부,군자GS,000000000013002374,,,,61920,*,C,,,,,,,,,,,,,,,,,,,
서울지역본부,군자GS,000000000013002376,직접입력,직접입력,교정/조정/재설정 작업,24859,40,F,,,,,,,,,,,,,,,,,,,
서울지역본부,군자GS,000000000013002376,,,,36888,*,C,,,,,,,,,,,,,,,,,,,
서울지역본부,군자GS,000000000013002378,,,,80424,*,C,,,,,,,,,,,,,,,,,,,
서울지역본부,상계GS,000000000013002381,,,,73992,*,C,,,,,,,,,,,,,,,,,,,
서울지역본부,상계GS,000000000013002382,,,,73992,*,C,,,,,,,,,,,,,,,,,,,
서울지역본부,합정GS,000000000013002390,이물질/오염,이물질 ,분해점검,1290,550,F,,,,,,,,,,,,,,,,,,,
서울지역본부,합정GS,000000000013002391,외부 LEAK,노후/장기사용,밀봉/조임 작업,30853,*,F,,,,,,,,,,,,,,,,,,,
서울지역본부,합정GS,000000000013002393,오동작/계기불량/작동불량,부품/자재 불량,부품/자재 교체,379,355,F,,,,,,,,,,,,,,,,,,,
서울지역본부,중동GS,000000000013002395,,,,92808,*,C,,,,,,,,,,,,,,,,,,,
서울지역본부,중동GS,000000000013002399,,,,66912,*,C,,,,,,,,,,,,,,,,,,,
서울지역본부,중동GS,000000000013002401,,,,66912,*,C,,,,,,,,,,,,,,,,,,,
서울지역본부,중동GS,000000000013002402,,,,89520,*,C,,,,,,,,,,,,,,,,,,,
서울지역본부,중동GS,000000000013002403,,,,74352,*,C,,,,,,,,,,,,,,,,,,,
서울지역본부,방화GS,000000000013002404,,,,98840,*,C,,,,,,,,,,,,,,,,,,,
서울지역본부,방화GS,000000000013002405,외부 LEAK,직접입력,교정/조정/재설정 작업,5125,265,F,,,,,,,,,,,,,,,,,,,
서울지역본부,방화GS,000000000013002405,진동/소음,부품/자재 불량,부품/자재 교체,70358,169,F,,,,,,,,,,,,,,,,,,,
서울지역본부,방화GS,000000000013002405,,,,3960,*,C,,,,,,,,,,,,,,,,,,,
서울지역본부,방화GS,000000000013002406,,,,13584,*,C,,,,,,,,,,,,,,,,,,,
서울지역본부,일산GS,000000000013002410,,,,86808,*,C,,,,,,,,,,,,,,,,,,,
서울지역본부,일산GS,000000000013002413,,,,74352,*,C,,,,,,,,,,,,,,,,,,,
서울지역본부,일산GS,000000000013002415,외부 LEAK,이완/밀봉/고정 불량,밀봉/조임 작업,67033,29,F,,,,,,,,,,,,,,,,,,,
서울지역본부,일산GS,000000000013002415,,,,29376,*,C,,,,,,,,,,,,,,,,,,,
서울지역본부,일산GS,000000000013002417,,,,74352,*,C,,,,,,,,,,,,,,,,,,,
서울지역본부,일산GS,000000000013002419,,,,10992,*,C,,,,,,,,,,,,,,,,,,,
서울지역본부,일산GS,000000000013002424,,,,36240,*,C,,,,,,,,,,,,,,,,,,,
서울지역본부,파주GS,000000000013002425,,,,89976,*,C,,,,,,,,,,,,,,,,,,,
서울지역본부,파주GS,000000000013002429,,,,92496,*,C,,,,,,,,,,,,,,,,,,,
서울지역본부,의정부GS,000000000013002431,,,,61920,*,C,,,,,,,,,,,,,,,,,,,
서울지역본부,의정부GS,000000000013002432,,,,61920,*,C,,,,,,,,,,,,,,,,,,,
서울지역본부,남양주GS,000000000013002439,,,,57504,*,C,,,,,,,,,,,,,,,,,,,
서울지역본부,남양주GS,000000000013002442,,,,36936,*,C,,,,,,,,,,,,,,,,,,,
서울지역본부,남양주GS,000000000013002443,오동작/계기불량/작동불량,노후/장기사용,부품/자재 교체,33109,195,F,,,,,,,,,,,,,,,,,,,
서울지역본부,남양주GS,000000000013002443,,,,10320,*,C,,,,,,,,,,,,,,,,,,,
전북지역본부,논산GS,000000000013002482,외부 LEAK,이완/밀봉/고정 불량,밀봉/조임 작업,31351,168,F,,,,,,,,,,,,,,,,,,,
전북지역본부,논산GS,000000000013002482,,,,31200,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,용인GS,000000000013002677,,,,56520,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,용인GS,000000000013002678,,,,56520,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,여주GS,000000000013002679,,,,56520,*,C,,,,,,,,,,,,,,,,,,,
전북지역본부,부곡GS,000000000013002724,,,,69936,*,C,,,,,,,,,,,,,,,,,,,
전북지역본부,부곡GS,000000000013002725,내부 LEAK,부품/자재 불량,분해점검,29584,*,F,,,,,,,,,,,,,,,,,,,
전북지역본부,부곡GS,000000000013002725,,,,45456,*,C,,,,,,,,,,,,,,,,,,,
전북지역본부,부곡GS,000000000013002726,오동작/계기불량/작동불량,노후/장기사용,부품/자재 교체,11385,6,F,,,,,,,,,,,,,,,,,,,
전북지역본부,부곡GS,000000000013002726,오동작/계기불량/작동불량,노후/장기사용,부품/자재 교체,23540,30,F,,,,,,,,,,,,,,,,,,,
전북지역본부,부곡GS,000000000013002726,,,,36864,*,C,,,,,,,,,,,,,,,,,,,
전북지역본부,부곡GS,000000000013002730,,,,69600,*,C,,,,,,,,,,,,,,,,,,,
전북지역본부,부곡GS,000000000013002731,외부 LEAK,노후/장기사용,밀봉/조임 작업,415,6,F,,,,,,,,,,,,,,,,,,,
전북지역본부,부곡GS,000000000013002731,,,,79560,*,C,,,,,,,,,,,,,,,,,,,
전북지역본부,부곡GS,000000000013002732,,,,41736,*,C,,,,,,,,,,,,,,,,,,,
전북지역본부,서산GS,000000000013002736,,,,64104,*,C,,,,,,,,,,,,,,,,,,,
전북지역본부,서산GS,000000000013002740,,,,49368,*,C,,,,,,,,,,,,,,,,,,,
전북지역본부,홍성GS,000000000013002743,,,,98672,*,C,,,,,,,,,,,,,,,,,,,
전북지역본부,홍성GS,000000000013002745,,,,68088,*,C,,,,,,,,,,,,,,,,,,,
전북지역본부,보령GS,000000000013002749,,,,12528,*,C,,,,,,,,,,,,,,,,,,,
전북지역본부,보령GS,000000000013002750,,,,83280,*,C,,,,,,,,,,,,,,,,,,,
전북지역본부,보령GS,000000000013002751,,,,26352,*,C,,,,,,,,,,,,,,,,,,,
전북지역본부,보령GS,000000000013002752,,,,98990,*,C,,,,,,,,,,,,,,,,,,,
전북지역본부,보령GS,000000000013002753,,,,72120,*,C,,,,,,,,,,,,,,,,,,,
전북지역본부,대천GS,000000000013002755,오동작/계기불량/작동불량,이물질 ,분해점검,11942,3,F,,,,,,,,,,,,,,,,,,,
전북지역본부,대천GS,000000000013002755,,,,19560,*,C,,,,,,,,,,,,,,,,,,,
전북지역본부,대천GS,000000000013002756,,,,74112,*,C,,,,,,,,,,,,,,,,,,,
전북지역본부,대천GS,000000000013002757,오동작/계기불량/작동불량,부품/자재 불량,분해점검,4235,4,F,,,,,,,,,,,,,,,,,,,
전북지역본부,대천GS,000000000013002757,,,,84408,*,C,,,,,,,,,,,,,,,,,,,
전북지역본부,대천GS,000000000013002758,,,,91320,*,C,,,,,,,,,,,,,,,,,,,
전북지역본부,서천GS,000000000013002760,외부 LEAK,노후/장기사용,밀봉/조임 작업,1815,1,F,,,,,,,,,,,,,,,,,,,
전북지역본부,서천GS,000000000013002760,,,,84912,*,C,,,,,,,,,,,,,,,,,,,
전북지역본부,서천GS,000000000013002761,,,,25992,*,C,,,,,,,,,,,,,,,,,,,
전북지역본부,서천GS,000000000013002762,결빙(Icing),부품/자재 불량,분해점검,5001,30,F,,,,,,,,,,,,,,,,,,,
전북지역본부,서천GS,000000000013002762,오동작/계기불량/작동불량,부품/자재 불량,분해점검,83781,20,F,,,,,,,,,,,,,,,,,,,
전북지역본부,서천GS,000000000013002762,,,,5688,*,C,,,,,,,,,,,,,,,,,,,
전북지역본부,서천GS,000000000013002764,외부 LEAK,이완/밀봉/고정 불량,밀봉/조임 작업,967,3,F,,,,,,,,,,,,,,,,,,,
전북지역본부,서천GS,000000000013002764,,,,88656,*,C,,,,,,,,,,,,,,,,,,,
전북지역본부,군산GS,000000000013002767,오동작/계기불량/작동불량,노후/장기사용,부품/자재 교체,4137,8,F,,,,,,,,,,,,,,,,,,,
전북지역본부,군산GS,000000000013002767,오동작/계기불량/작동불량,노후/장기사용,분해점검,4572,5,F,,,,,,,,,,,,,,,,,,,
전북지역본부,군산GS,000000000013002767,,,,73440,*,C,,,,,,,,,,,,,,,,,,,
전북지역본부,군산GS,000000000013002768,,,,91848,*,C,,,,,,,,,,,,,,,,,,,
전북지역본부,군산GS,000000000013002770,,,,19728,*,C,,,,,,,,,,,,,,,,,,,
전북지역본부,익산GS,000000000013002772,고착 (Stick),직접입력,부품/자재 교체,11094,47,F,,,,,,,,,,,,,,,,,,,
전북지역본부,익산GS,000000000013002772,,,,67632,*,C,,,,,,,,,,,,,,,,,,,
전북지역본부,익산GS,000000000013002774,오동작/계기불량/작동불량,S/W 오류,직접입력,5317,26,F,,,,,,,,,,,,,,,,,,,
전북지역본부,익산GS,000000000013002774,,,,38520,*,C,,,,,,,,,,,,,,,,,,,
전북지역본부,전주GS,000000000013002777,,,,82872,*,C,,,,,,,,,,,,,,,,,,,
전북지역본부,전주GS,000000000013002779,이완/풀림/탈락,노후/장기사용,밀봉/조임 작업,34554,2,F,,,,,,,,,,,,,,,,,,,
전북지역본부,전주GS,000000000013002779,,,,64296,*,C,,,,,,,,,,,,,,,,,,,
전북지역본부,전주GS,000000000013002780,균열/파손/소손/절단,부품/자재 불량,부품/자재 교체,20822,330,F,,,,,,,,,,,,,,,,,,,
전북지역본부,전주GS,000000000013002780,,,,44904,*,C,,,,,,,,,,,,,,,,,,,
전북지역본부,김제GS,000000000013002784,,,,30816,*,C,,,,,,,,,,,,,,,,,,,
전북지역본부,김제GS,000000000013002785,,,,48360,*,C,,,,,,,,,,,,,,,,,,,
전북지역본부,김제GS,000000000013002786,외부 LEAK,이완/밀봉/고정 불량,밀봉/조임 작업,27079,0,F,,,,,,,,,,,,,,,,,,,
전북지역본부,김제GS,000000000013002786,정지(Trip)/기동불량/전원불량,직접입력,운전교육,26382,272,F,,,,,,,,,,,,,,,,,,,
전북지역본부,김제GS,000000000013002786,,,,43464,*,C,,,,,,,,,,,,,,,,,,,
전북지역본부,정읍GS,000000000013002788,,,,57552,*,C,,,,,,,,,,,,,,,,,,,
전북지역본부,정읍GS,000000000013002789,,,,59160,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,안중GS,000000000013002799,오동작/계기불량/작동불량,부품/자재 불량,부품/자재 교체,656,72,F,,,,,,,,,,,,,,,,,,,
경기지역본부,안중GS,000000000013002799,오동작/계기불량/작동불량,부품/자재 불량,부품/자재 교체,848,192,F,,,,,,,,,,,,,,,,,,,
경기지역본부,안중GS,000000000013002799,오동작/계기불량/작동불량,마모(Wear out),부품/자재 교체,2024,128,F,,,,,,,,,,,,,,,,,,,
경기지역본부,안중GS,000000000013002799,,,,79032,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,발안GS,000000000013002803,내부 LEAK,이완/밀봉/고정 불량,부품/자재 교체,3563,100,F,,,,,,,,,,,,,,,,,,,
경기지역본부,발안GS,000000000013002805,변형/변색/부식 ,노후/장기사용,부품/자재 교체,2985,7,F,,,,,,,,,,,,,,,,,,,
경기지역본부,발안GS,000000000013002805,이완/풀림/탈락,이완/밀봉/고정 불량,부품/자재 교체,4355,148,F,,,,,,,,,,,,,,,,,,,
경기지역본부,발안GS,000000000013002805,오동작/계기불량/작동불량,부품/자재 불량,부품/자재 교체,2047,267,F,,,,,,,,,,,,,,,,,,,
경기지역본부,반월GS,000000000013002809,,,,94848,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,반월GS,000000000013002813,외부 LEAK,부품/자재 불량,부품/자재 교체,2675,*,F,,,,,,,,,,,,,,,,,,,
경기지역본부,반월GS,000000000013002813,이완/풀림/탈락,마모(Wear out),부품/자재 교체,1119,113,F,,,,,,,,,,,,,,,,,,,
경기지역본부,반월GS,000000000013002813,,,,70560,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,반월GS,000000000013002814,외부 LEAK,부품/자재 불량,분해점검,2002,215,F,,,,,,,,,,,,,,,,,,,
경기지역본부,반월GS,000000000013002814,,,,71808,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,목감GS,000000000013002817,,,,74832,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,목감GS,000000000013002818,,,,60936,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,목감GS,000000000013002819,이완/풀림/탈락,이완/밀봉/고정 불량,밀봉/조임 작업,7214,168,F,,,,,,,,,,,,,,,,,,,
경기지역본부,목감GS,000000000013002819,외부 LEAK,이완/밀봉/고정 불량,부품/자재 교체,53264,29,F,,,,,,,,,,,,,,,,,,,
경기지역본부,목감GS,000000000013002819,,,,13704,*,C,,,,,,,,,,,,,,,,,,,
인천지역본부,운연GS,000000000013002826,,,,30696,*,C,,,,,,,,,,,,,,,,,,,
