플랜트,위치,설비,고장 모드,고장 원인,고장 조치사항,작동시간,보수시간,상태플래그
평택기지본부,저장부문 11탱크,000000000012113032,,,,23328,,C
평택기지본부,저장부문 11탱크,000000000012113033,오동작/계기불량/작동불량,노후/장기사용,부품/자재 교체,24562,479,F
평택기지본부,저장부문 11탱크,000000000012113033,,,,11760,,C
평택기지본부,저장부문 12탱크,000000000012113034,오동작/계기불량/작동불량,노후/장기사용,부품/자재 교체,42470,404,F
평택기지본부,저장부문 12탱크,000000000012113034,,,,22008,,C
평택기지본부,저장부문 12탱크,000000000012113035,,,,55152,,C
평택기지본부,저장부문 12탱크,000000000012113036,진동/소음,이완/밀봉/고정 불량,밀봉/조임 작업,600,1168,F
평택기지본부,저장부문 12탱크,000000000012113036,오동작/계기불량/작동불량,부품/자재 불량,부품/자재 교체,8431,921,F
평택기지본부,저장부문 12탱크,000000000012113036,,,,36144,,C
평택기지본부,저장부문 13탱크,000000000012115136,,,,56592,,C
평택기지본부,저장부문 13탱크,000000000012115137,오동작/계기불량/작동불량,H/W 오류,교정/조정/재설정 작업,2084,181,F
평택기지본부,저장부문 13탱크,000000000012115137,,,,68952,,C
평택기지본부,저장부문 14탱크,000000000012115138,,,,45144,,C
평택기지본부,저장부문 14탱크,000000000012115139,오동작/계기불량/작동불량,절연/접지 불량,밀봉/조임 작업,27334,2050,F
평택기지본부,저장부문 14탱크,000000000012115139,오동작/계기불량/작동불량,부품/자재 불량,부품/자재 교체,21658,870,F
평택기지본부,저장부문 14탱크,000000000012115139,,,,20376,,C
평택기지본부,2공장 1차펌프,000000000014023271,,,,83760,,C
평택기지본부,2공장 1차펌프,000000000014023272,,,,83760,,C
평택기지본부,2공장 1차펌프,000000000014023273,,,,83760,,C
평택기지본부,2공장 1차펌프,000000000014023274,,,,83760,,C
평택기지본부,2공장 1차펌프,000000000014023275,전송/통신 불량,부품/자재 불량,부품/자재 교체,28456,692,F
평택기지본부,2공장 1차펌프,000000000014023275,오동작/계기불량/작동불량,이물질 ,교정/조정/재설정 작업,1184,103,F
평택기지본부,2공장 1차펌프,000000000014023275,오동작/계기불량/작동불량,부품/자재 불량,교정/조정/재설정 작업,47073,340,F
평택기지본부,2공장 1차펌프,000000000014023275,,,,4896,,C
평택기지본부,2공장 1차펌프,000000000014023276,오동작/계기불량/작동불량,이완/밀봉/고정 불량,밀봉/조임 작업,19940,498,F
평택기지본부,2공장 1차펌프,000000000014023276,오동작/계기불량/작동불량,부품/자재 불량,부품/자재 교체,38701,315,F
평택기지본부,2공장 1차펌프,000000000014023276,,,,24480,,C
평택기지본부,2공장 1차펌프,000000000014023277,오동작/계기불량/작동불량,노후/장기사용,부품/자재 교체,15691,1053,F
평택기지본부,2공장 1차펌프,000000000014023277,오동작/계기불량/작동불량,부품/자재 불량,교정/조정/재설정 작업,28931,169,F
평택기지본부,2공장 1차펌프,000000000014023277,,,,38832,,C
평택기지본부,2공장 1차펌프,000000000014023278,,,,83760,,C
평택기지본부,2공장 1차펌프,000000000014023279,,,,83760,,C
평택기지본부,2공장 1차펌프,000000000014023280,오동작/계기불량/작동불량,온도변화/열팽창 ,교정/조정/재설정 작업,8304,344,F
평택기지본부,2공장 1차펌프,000000000014023280,오동작/계기불량/작동불량,부품/자재 불량,부품/자재 교체,5871,138,F
평택기지본부,2공장 1차펌프,000000000014023280,내부 LEAK,부품/자재 불량,,14875,,F
평택기지본부,2공장 1차펌프,000000000014023280,오동작/계기불량/작동불량,H/W 오류,부품/자재 교체,10814,169,F
평택기지본부,2공장 1차펌프,000000000014023280,,,,38016,,C
평택기지본부,2공장 1차펌프,000000000014023281,,,,78672,,C
평택기지본부,2공장 1차펌프,000000000014023282,내부 LEAK,노후/장기사용,밀봉/조임 작업,30422,935,F
평택기지본부,2공장 1차펌프,000000000014023282,,,,48096,,C
평택기지본부,2공장 1차펌프,000000000014023283,오동작/계기불량/작동불량,부품/자재 불량,부품/자재 교체,14029,1442,F
평택기지본부,2공장 1차펌프,000000000014023283,,,,64488,,C
평택기지본부,2공장 1차펌프,000000000014023284,오동작/계기불량/작동불량,,,29160,,F
평택기지본부,2공장 1차펌프,000000000014023284,내부 LEAK,노후/장기사용,부품/자재 교체,1285,743,F
평택기지본부,2공장 1차펌프,000000000014023284,,,,47712,,C
평택기지본부,2공장 1차펌프,000000000014023285,,,,78672,,C
평택기지본부,2공장 1차펌프,000000000014023286,오동작/계기불량/작동불량,부품/자재 불량,부품/자재 교체,10003,141,F
평택기지본부,2공장 1차펌프,000000000014023286,내부 LEAK,노후/장기사용,부품/자재 교체,18253,812,F
평택기지본부,2공장 1차펌프,000000000014023286,,,,47712,,C
평택기지본부,2공장 1차펌프,000000000014023287,내부 LEAK,,,28405,,F
평택기지본부,2공장 1차펌프,000000000014023287,,,,47736,,C
평택기지본부,2공장 1차펌프,000000000014023288,,,,76464,,C
평택기지본부,저장부문 5탱크,000000000022101274,,,,40032,,C
평택기지본부,저장부문 10탱크,000000000022101287,정지(Trip)/기동불량/전원불량,H/W 오류,밀봉/조임 작업,11575,153,F
평택기지본부,저장부문 10탱크,000000000022101287,진동/소음,절연/접지 불량,보강/개조/추가설치,19135,244,F
평택기지본부,저장부문 10탱크,000000000022101287,,,,35064,,C
평택기지본부,저장부문 6탱크,000000000022101290,,,,24912,,C
평택기지본부,1공장 1차펌프,000000000022101841,정지(Trip)/기동불량/전원불량,S/W 오류,직접입력,49783,57,F
평택기지본부,1공장 1차펌프,000000000022101841,,,,22392,,C
평택기지본부,1공장 1차펌프,000000000022101845,,,,63912,,C
