플랜트,위치,설비,고장 모드,고장 원인,고장 조치사항,작동시간,보수시간,상태플래그
평택기지본부,공통 감압설비,000000000032100553,오동작/계기불량/작동불량,이완/밀봉/고정 불량,밀봉/조임 작업,11449,183,F
평택기지본부,공통 감압설비,000000000032100553,,,,86088,,C
평택기지본부,1공장 공기압축설비,000000000032100600,,,,85008,,C
평택기지본부,1공장 공기압축설비,000000000032100635,,,,26448,,C
평택기지본부,1공장 공기압축설비,000000000032100659,,,,58320,,C
평택기지본부,1공장 공기압축설비,000000000032100660,,,,11568,,C
평택기지본부,1공장 SMV,000000000032100712,,,,27960,,C
평택기지본부,1공장 ORV,000000000032100715,,,,24792,,C
평택기지본부,1공장 ORV,000000000032100716,,,,17928,,C
평택기지본부,1공장 ORV,000000000032100756,,,,60696,,C
평택기지본부,1공장 ORV,000000000032100774,,,,4224,,C
평택기지본부,1공장 ORV,000000000032100775,,,,97381,,C
평택기지본부,1공장 SMV,000000000032100783,,,,20304,,C
평택기지본부,1공장 ORV,000000000032100813,,,,47352,,C
평택기지본부,1공장 ORV,000000000032100815,,,,84480,,C
평택기지본부,1공장 ORV,000000000032100816,오동작/계기불량/작동불량,노후/장기사용,부품/자재 교체,67313,259,F
평택기지본부,1공장 ORV,000000000032100816,,,,29976,,C
평택기지본부,1공장 ORV,000000000032100849,,,,47088,,C
평택기지본부,1공장 ORV,000000000032100853,,,,72288,,C
평택기지본부,1공장 SMV,000000000032100876,,,,63552,,C
평택기지본부,1공장 SMV,000000000032100883,,,,79704,,C
평택기지본부,1공장 ORV,000000000032100918,,,,30528,,C
평택기지본부,1공장 ORV,000000000032100922,,,,50136,,C
평택기지본부,1공장 ORV,000000000032100927,오동작/계기불량/작동불량,설정값불량/점검불량,교정/조정/재설정 작업,42415,322,F
평택기지본부,1공장 ORV,000000000032100927,오동작/계기불량/작동불량,노후/장기사용,교정/조정/재설정 작업,34429,458,F
평택기지본부,1공장 ORV,000000000032100927,,,,14352,,C
평택기지본부,1공장 SMV,000000000032100940,,,,12240,,C
평택기지본부,1공장 ORV,000000000032100947,,,,29544,,C
평택기지본부,1공장 ORV,000000000032100948,,,,82728,,C
평택기지본부,1공장 ORV,000000000032100951,전송/통신 불량,노후/장기사용,교정/조정/재설정 작업,55041,435,F
평택기지본부,1공장 ORV,000000000032100951,오동작/계기불량/작동불량,부품/자재 불량,부품/자재 교체,6427,3207,F
평택기지본부,1공장 ORV,000000000032100951,,,,20592,,C
평택기지본부,1공장 ORV,000000000032100952,,,,34320,,C
평택기지본부,1공장 ORV,000000000032100957,,,,41280,,C
평택기지본부,1공장 ORV,000000000032100960,,,,96120,,C
평택기지본부,1공장 ORV,000000000032100961,,,,89832,,C
평택기지본부,1공장 ORV,000000000032100962,오동작/계기불량/작동불량,노후/장기사용,부품/자재 교체,18931,5174,F
평택기지본부,1공장 ORV,000000000032100962,,,,15168,,C
평택기지본부,공통 부취설비,000000000032100972,,,,79992,,C
평택기지본부,공통 부취설비,000000000032100973,,,,80784,,C
평택기지본부,공통 부취설비,000000000032100986,,,,27336,,C
평택기지본부,공통 부취설비,000000000032100990,,,,73680,,C
평택기지본부,공통 부취설비,000000000032100991,,,,24672,,C
평택기지본부,공통 부취설비,000000000032100994,,,,69456,,C
평택기지본부,저장부문 7탱크,000000000032101072,,,,28776,,C
평택기지본부,저장부문 5탱크,000000000032101165,,,,15240,,C
평택기지본부,저장부문 5탱크,000000000032101167,,,,22608,,C
평택기지본부,저장부문 6탱크,000000000032101174,,,,38112,,C
평택기지본부,저장부문 6탱크,000000000032101175,,,,80472,,C
평택기지본부,저장부문 6탱크,000000000032101177,,,,69888,,C
평택기지본부,저장부문 6탱크,000000000032101181,,,,28200,,C
평택기지본부,저장부문 7탱크,000000000032101184,,,,96216,,C
평택기지본부,저장부문 10탱크,000000000032101210,,,,79896,,C
평택기지본부,1공장 염소처리설비,000000000032101345,오동작/계기불량/작동불량,이물질 ,청소/윤활/코팅 작업,39135,219,F
평택기지본부,1공장 염소처리설비,000000000032101345,오동작/계기불량/작동불량,직접입력,분해점검,24084,220,F
평택기지본부,1공장 염소처리설비,000000000032101345,오동작/계기불량/작동불량,노후/장기사용,용접작업,4860,196,F
평택기지본부,1공장 염소처리설비,000000000032101345,이물질/오염,,,11851,,F
평택기지본부,1공장 염소처리설비,000000000032101345,,,,12840,,C
평택기지본부,1공장 염소처리설비,000000000032101348,오동작/계기불량/작동불량,이물질 ,청소/윤활/코팅 작업,12449,139,F
평택기지본부,1공장 염소처리설비,000000000032101348,전송/통신 불량,정전,밀봉/조임 작업,5685,139,F
평택기지본부,1공장 염소처리설비,000000000032101348,오동작/계기불량/작동불량,이물질 ,분해점검,18918,101,F
평택기지본부,1공장 염소처리설비,000000000032101348,,,,32568,,C
평택기지본부,1공장 염소처리설비,000000000032101349,오동작/계기불량/작동불량,이물질 ,청소/윤활/코팅 작업,28676,161,F
평택기지본부,1공장 염소처리설비,000000000032101349,정지(Trip)/기동불량/전원불량,과부하 (Over Load),청소/윤활/코팅 작업,5443,253,F
평택기지본부,1공장 염소처리설비,000000000032101349,오동작/계기불량/작동불량,Unbalance,직접입력,22888,215,F
평택기지본부,1공장 염소처리설비,000000000032101349,,,,13080,,C
평택기지본부,1공장 염소처리설비,000000000032101353,,,,43152,,C
평택기지본부,1공장 염소처리설비,000000000032101367,,,,80880,,C
평택기지본부,1공장 염소처리설비,000000000032101373,,,,20640,,C
평택기지본부,1공장 염소처리설비,000000000032101375,,,,15768,,C
평택기지본부,1공장 염소처리설비,000000000032101376,,,,30192,,C
평택기지본부,1공장 염소처리설비,000000000032101380,,,,84840,,C
평택기지본부,1공장 염소처리설비,000000000032101381,,,,70896,,C
평택기지본부,1공장 염소처리설비,000000000032101389,,,,43392,,C
평택기지본부,1공장 염소처리설비,000000000032101392,,,,29520,,C
평택기지본부,1공장 염소처리설비,000000000032101394,,,,23808,,C
평택기지본부,1공장 염소처리설비,000000000032101411,,,,21600,,C
평택기지본부,1공장 염소처리설비,000000000032101413,,,,22632,,C
평택기지본부,저장부문 3탱크,000000000032101425,,,,83664,,C
평택기지본부,저장부문 10탱크,000000000032101450,,,,52200,,C
평택기지본부,공통 수처리설비,000000000032101468,,,,80352,,C
평택기지본부,1공장 BOG 압축기,000000000032101509,오동작/계기불량/작동불량,부품/자재 불량,부품/자재 교체,51594,567,F
평택기지본부,1공장 BOG 압축기,000000000032101509,,,,20784,,C
평택기지본부,1공장 BOG 압축기,000000000032101511,오동작/계기불량/작동불량,노후/장기사용,부품/자재 교체,72947,629,F
평택기지본부,1공장 BOG 압축기,000000000032101511,,,,20760,,C
평택기지본부,공통 소각설비,000000000032101517,,,,53424,,C
평택기지본부,1공장 BOG 압축기,000000000032101519,,,,22656,,C
평택기지본부,1공장 BOG 압축기,000000000032101526,,,,38616,,C
평택기지본부,1공장 BOG 압축기,000000000032101553,,,,72384,,C
평택기지본부,1공장 BOG 압축기,000000000032101564,,,,52080,,C
평택기지본부,공통 소각설비,000000000032101579,,,,86568,,C
평택기지본부,공통 소각설비,000000000032101581,,,,53448,,C
평택기지본부,1공장 BOG 압축기,000000000032101619,전송/통신 불량,노후/장기사용,부품/자재 교체,9399,286,F
평택기지본부,1공장 BOG 압축기,000000000032101619,,,,82704,,C
평택기지본부,1공장 BOG 압축기,000000000032101637,오동작/계기불량/작동불량,부품/자재 불량,재설치 ,1735,1417,F
평택기지본부,1공장 BOG 압축기,000000000032101637,,,,69888,,C
평택기지본부,1공장 BOG 압축기,000000000032101638,,,,43416,,C
평택기지본부,1공장 BOG 압축기,000000000032101654,오동작/계기불량/작동불량,이완/밀봉/고정 불량,재설치 ,67390,427,F
평택기지본부,1공장 BOG 압축기,000000000032101654,,,,3480,,C
평택기지본부,1공장 BOG 압축기,000000000032101655,,,,53088,,C
평택기지본부,공통 출하설비,000000000032101718,,,,54720,,C
평택기지본부,공통 출하설비,000000000032101721,,,,87840,,C
평택기지본부,공통 출하설비,000000000032101722,,,,23232,,C
평택기지본부,1부두,000000000032101757,,,,74544,,C
평택기지본부,1부두,000000000032101758,,,,18024,,C
평택기지본부,1부두,000000000032101762,,,,24744,,C
평택기지본부,1부두,000000000032101763,,,,62112,,C
평택기지본부,1부두,000000000032101791,,,,83664,,C
평택기지본부,1부두,000000000032101798,,,,71520,,C
평택기지본부,2부두,000000000032101806,,,,52200,,C
평택기지본부,1공장 공기압축설비,000000000032101809,,,,68928,,C
평택기지본부,공통 건물내 FG 설비,000000000032101822,,,,35184,,C
평택기지본부,2부두,000000000032101859,,,,62040,,C
평택기지본부,1공장 공기압축설비,000000000032101870,,,,30864,,C
평택기지본부,1공장 2차펌프,000000000032102013,,,,62616,,C
평택기지본부,1공장 2차펌프,000000000032102015,,,,72984,,C
평택기지본부,1공장 2차펌프,000000000032102041,,,,22488,,C
평택기지본부,1공장 ORV,000000000032102063,,,,81096,,C
평택기지본부,1공장 ORV,000000000032102072,오동작/계기불량/작동불량,노후/장기사용,교정/조정/재설정 작업,7495,265,F
평택기지본부,1공장 ORV,000000000032102072,,,,19296,,C
평택기지본부,1공장 ORV,000000000032102077,전송/통신 불량,절연/접지 불량,부품/자재 교체,76853,55,F
평택기지본부,1공장 ORV,000000000032102077,,,,13080,,C
평택기지본부,2공장 질소설비,000000000032102369,,,,85632,,C
평택기지본부,2공장 공기압축설비,000000000032102371,,,,90624,,C
평택기지본부,공통 수처리설비,000000000032102372,오동작/계기불량/작동불량,노후/장기사용,부품/자재 교체,28282,238,F
평택기지본부,공통 수처리설비,000000000032102372,,,,44160,,C
평택기지본부,공통 수처리설비,000000000032102373,결빙(Icing),동파(Freezing),부품/자재 교체,15254,622,F
평택기지본부,공통 수처리설비,000000000032102373,외부 LEAK,노후/장기사용,부품/자재 교체,43819,2246,F
평택기지본부,공통 수처리설비,000000000032102373,,,,35928,,C
평택기지본부,공통 수처리설비,000000000032102374,외부 LEAK,온도변화/열팽창 ,부품/자재 교체,82790,406,F
평택기지본부,공통 수처리설비,000000000032102374,,,,12384,,C
평택기지본부,공통 수처리설비,000000000032102375,,,,44952,,C
평택기지본부,공통 수처리설비,000000000032102377,오동작/계기불량/작동불량,직접입력,교정/조정/재설정 작업,12993,869,F
평택기지본부,공통 수처리설비,000000000032102377,,,,40416,,C
평택기지본부,공통 건물내 FG 설비,000000000032102384,,,,83016,,C
평택기지본부,공통 건물내 FG 설비,000000000032102385,,,,98910,,C
평택기지본부,공통 건물내 FG 설비,000000000032102386,,,,99136,,C
평택기지본부,공통 건물내 FG 설비,000000000032102387,,,,93000,,C
평택기지본부,공통 건물내 FG 설비,000000000032102388,오동작/계기불량/작동불량,부품/자재 불량,부품/자재 교체,6176,3512,F
평택기지본부,공통 건물내 FG 설비,000000000032102388,오동작/계기불량/작동불량,노후/장기사용,교정/조정/재설정 작업,19124,377,F
평택기지본부,공통 건물내 FG 설비,000000000032102388,오동작/계기불량/작동불량,노후/장기사용,부품/자재 교체,1601,256,F
평택기지본부,공통 건물내 FG 설비,000000000032102388,,,,57192,,C
평택기지본부,2공장 Drain 설비,000000000032102397,오동작/계기불량/작동불량,부품/자재 불량,부품/자재 교체,27394,198,F
평택기지본부,2공장 Drain 설비,000000000032102397,정지(Trip)/기동불량/전원불량,직접입력,직접입력,6187,231,F
평택기지본부,2공장 Drain 설비,000000000032102397,,,,61656,,C
평택기지본부,공통 계량설비,000000000032102415,오동작/계기불량/작동불량,직접입력,직접입력,51592,1985,F
평택기지본부,공통 계량설비,000000000032102415,,,,11664,,C
평택기지본부,2공장 SMV,000000000032102425,,,,97626,,C
평택기지본부,2공장 공기압축설비,000000000032102472,,,,4440,,C
평택기지본부,2공장 질소설비,000000000032102498,,,,99135,,C
평택기지본부,2공장 SMV,000000000032102534,,,,63864,,C
평택기지본부,2공장 2차펌프,000000000032102556,,,,2832,,C
평택기지본부,2공장 SMV,000000000032102570,,,,80856,,C
평택기지본부,2공장 SMV,000000000032102732,,,,20040,,C
평택기지본부,2공장 2차펌프,000000000032102772,이완/풀림/탈락,이완/밀봉/고정 불량,분해점검,2430,272,F
평택기지본부,2공장 2차펌프,000000000032102772,,,,21408,,C
평택기지본부,1공장 SMV,000000000032102795,고착 (Stick),부품/자재 불량,부품/자재 교체,45185,1022,F
평택기지본부,1공장 SMV,000000000032102795,,,,19224,,C
평택기지본부,1공장 SMV,000000000032102814,,,,90624,,C
평택기지본부,1공장 SMV,000000000032102837,,,,82464,,C
평택기지본부,1공장 SMV,000000000032102843,오동작/계기불량/작동불량,이완/밀봉/고정 불량,분해점검,14239,195,F
평택기지본부,1공장 SMV,000000000032102843,,,,49992,,C
평택기지본부,공통 HP 압축기,000000000032103120,오동작/계기불량/작동불량,노후/장기사용,부품/자재 교체,41079,1433,F
평택기지본부,공통 HP 압축기,000000000032103120,,,,48360,,C
평택기지본부,공통 부취설비,000000000032103174,직접입력,직접입력,교정/조정/재설정 작업,8048,536,F
평택기지본부,공통 부취설비,000000000032103174,오동작/계기불량/작동불량,S/W 오류,교정/조정/재설정 작업,504,232,F
평택기지본부,공통 부취설비,000000000032103174,오동작/계기불량/작동불량,설정값불량/점검불량,교정/조정/재설정 작업,10687,269,F
평택기지본부,공통 부취설비,000000000032103174,전송/통신 불량,직접입력,교정/조정/재설정 작업,16148,403,F
평택기지본부,공통 부취설비,000000000032103174,,,,55656,,C
평택기지본부,공통 계량설비,000000000032103178,,,,47856,,C
평택기지본부,공통 계량설비,000000000032103180,,,,81840,,C
평택기지본부,공통 계량설비,000000000032103182,경보(Alarm)/차압발생,H/W 오류,부품/자재 교체,17685,2146,F
평택기지본부,공통 계량설비,000000000032103182,,,,70632,,C
평택기지본부,공통 계량설비,000000000032103186,,,,82080,,C
평택기지본부,공통 계량설비,000000000032103190,,,,95040,,C
평택기지본부,공통 계량설비,000000000032103191,,,,83496,,C
평택기지본부,1공장 공기압축설비,000000000032103374,,,,62136,,C
평택기지본부,공통 부취설비,000000000032103382,전송/통신 불량,장기미사용 ,교정/조정/재설정 작업,59076,2469,F
평택기지본부,공통 부취설비,000000000032103382,,,,10080,,C
평택기지본부,2공장 SMV,000000000032103471,,,,20472,,C
평택기지본부,공통 건물내 FG 설비,000000000032103526,,,,95040,,C
평택기지본부,2공장 2차펌프,000000000032103600,,,,77952,,C
평택기지본부,공통 계량설비,000000000032103695,,,,72576,,C
평택기지본부,공통 계량설비,000000000032103696,,,,99074,,C
평택기지본부,2부두,000000000032104085,,,,68256,,C
평택기지본부,2부두,000000000032104095,,,,52752,,C
평택기지본부,2부두,000000000032104101,,,,79272,,C
평택기지본부,2부두,000000000032104136,,,,16272,,C
평택기지본부,저장부문 1탱크,000000000032104181,,,,71448,,C
평택기지본부,저장부문 1탱크,000000000032104213,오동작/계기불량/작동불량,부품/자재 불량,직접입력,4263,210,F
평택기지본부,저장부문 1탱크,000000000032104213,,,,84864,,C
평택기지본부,저장부문 1탱크,000000000032104269,,,,39216,,C
평택기지본부,저장부문 1탱크,000000000032104275,,,,34824,,C
평택기지본부,저장부문 2탱크,000000000032104411,,,,99145,,C
평택기지본부,저장부문 2탱크,000000000032104443,오동작/계기불량/작동불량,직접입력,재설치 ,6637,1876,F
평택기지본부,저장부문 2탱크,000000000032104443,오동작/계기불량/작동불량,단선/단락/오결선 ,부품/자재 교체,8395,333,F
평택기지본부,저장부문 2탱크,000000000032104443,,,,75552,,C
평택기지본부,저장부문 2탱크,000000000032104460,,,,78816,,C
평택기지본부,저장부문 3탱크,000000000032104610,,,,94680,,C
평택기지본부,저장부문 4탱크,000000000032104692,,,,81216,,C
평택기지본부,저장부문 4탱크,000000000032104771,,,,82920,,C
평택기지본부,공통 소각설비,000000000032104815,오동작/계기불량/작동불량,부품/자재 불량,교정/조정/재설정 작업,2539,1292,F
평택기지본부,공통 소각설비,000000000032104815,경보(Alarm)/차압발생,노후/장기사용,보강/개조/추가설치,34912,1823,F
평택기지본부,공통 소각설비,000000000032104815,오동작/계기불량/작동불량,,,8888,,F
평택기지본부,공통 소각설비,000000000032104815,,,,2592,,C
평택기지본부,공통 소각설비,000000000032104816,오동작/계기불량/작동불량,S/W 오류,교정/조정/재설정 작업,22626,260,F
평택기지본부,공통 소각설비,000000000032104816,오동작/계기불량/작동불량,직접입력,교정/조정/재설정 작업,1863,279,F
평택기지본부,공통 소각설비,000000000032104816,오동작/계기불량/작동불량,,,57776,,F
평택기지본부,공통 소각설비,000000000032104816,,,,2592,,C
평택기지본부,공통 소각설비,000000000032104817,,,,73368,,C
평택기지본부,2공장 BOG 압축기,000000000032104821,,,,54096,,C
평택기지본부,2공장 2차펌프,000000000032105475,,,,15720,,C
평택기지본부,2공장 2차펌프,000000000032105490,,,,34920,,C
평택기지본부,2공장 ORV,000000000032105592,,,,3168,,C
평택기지본부,2공장 ORV,000000000032105596,,,,97090,,C
평택기지본부,2공장 ORV,000000000032105623,,,,80280,,C
평택기지본부,공통 부취설비,000000000032106580,,,,81696,,C
평택기지본부,공통 부취설비,000000000032106585,오동작/계기불량/작동불량,노후/장기사용,교정/조정/재설정 작업,86006,354,F
평택기지본부,공통 부취설비,000000000032106585,,,,6360,,C
평택기지본부,공통 수처리설비,000000000032106733,,,,84384,,C
평택기지본부,공통 수처리설비,000000000032106734,전송/통신 불량,이물질 ,충진/보충/배출 작업,7455,471,F
평택기지본부,공통 수처리설비,000000000032106734,,,,91800,,C
평택기지본부,공통 수처리설비,000000000032106735,,,,99249,,C
평택기지본부,2공장 해수취수설비,000000000032106940,결빙(Icing),이물질 ,분해점검,2030,1484,F
평택기지본부,2공장 해수취수설비,000000000032106940,오동작/계기불량/작동불량,부품/자재 불량,부품/자재 교체,69182,,F
평택기지본부,2공장 해수취수설비,000000000032106940,,,,22080,,C
평택기지본부,2공장 해수취수설비,000000000032106941,,,,95856,,C
평택기지본부,2공장 해수취수설비,000000000032106943,,,,47496,,C
평택기지본부,2공장 해수취수설비,000000000032106955,,,,10560,,C
평택기지본부,2공장 염소처리설비,000000000032106958,,,,95544,,C
평택기지본부,2공장 염소처리설비,000000000032106986,,,,49152,,C
평택기지본부,2공장 염소처리설비,000000000032106996,오동작/계기불량/작동불량,부품/자재 불량,교정/조정/재설정 작업,271,,F
평택기지본부,2공장 염소처리설비,000000000032106996,직접입력,설정값불량/점검불량,교정/조정/재설정 작업,46,,F
평택기지본부,2공장 염소처리설비,000000000032106996,,,,98115,,C
평택기지본부,2공장 염소처리설비,000000000032107002,,,,99303,,C
인천기지본부,공통 건물내 FG 설비,000000000032200007,오동작/계기불량/작동불량,설계/설치불량/연약지반 ,교정/조정/재설정 작업,15923,197,F
인천기지본부,공통 건물내 FG 설비,000000000032200007,,,,72024,,C
인천기지본부,공통 건물내 FG 설비,000000000032200009,오동작/계기불량/작동불량,,,61117,,F
인천기지본부,공통 건물내 FG 설비,000000000032200009,변형/변색/부식 ,직접입력,직접입력,225,96,F
인천기지본부,공통 건물내 FG 설비,000000000032200009,,,,11784,,C
인천기지본부,공통 HP 압축기,000000000032201577,,,,39024,,C
인천기지본부,공통 HP 압축기,000000000032201806,,,,65664,,C
인천기지본부,공통 HP 압축기,000000000032201808,,,,16320,,C
인천기지본부,2공장 1차펌프,000000000032202238,,,,96168,,C
인천기지본부,2공장 1차펌프,000000000032202412,,,,96168,,C
인천기지본부,1공장 1차펌프,000000000032203307,,,,16536,,C
인천기지본부,1공장 1차펌프,000000000032203308,,,,56616,,C
인천기지본부,1공장 1차펌프,000000000032203310,,,,94104,,C
인천기지본부,1부두,000000000032206438,,,,12648,,C
인천기지본부,1부두,000000000032206440,,,,12696,,C
인천기지본부,2부두,000000000032206547,,,,42120,,C
인천기지본부,1부두,000000000032206651,,,,97162,,C
인천기지본부,1부두,000000000032206655,오동작/계기불량/작동불량,Unbalance,교정/조정/재설정 작업,72398,908,F
인천기지본부,1부두,000000000032206655,,,,8880,,C
인천기지본부,1부두,000000000032206663,,,,6936,,C
인천기지본부,1부두,000000000032206664,,,,71472,,C
인천기지본부,1부두,000000000032206665,,,,60048,,C
인천기지본부,1부두,000000000032206687,,,,21816,,C
인천기지본부,1부두,000000000032206697,,,,95040,,C
인천기지본부,1부두,000000000032206773,,,,94080,,C
인천기지본부,1부두,000000000032206802,,,,71256,,C
인천기지본부,1부두,000000000032206803,,,,10656,,C
인천기지본부,1부두,000000000032206805,,,,5424,,C
인천기지본부,1부두,000000000032206809,,,,89136,,C
인천기지본부,1부두,000000000032206815,,,,81168,,C
인천기지본부,1부두,000000000032206833,,,,4224,,C
인천기지본부,1부두,000000000032206834,,,,90120,,C
인천기지본부,1부두,000000000032206861,,,,7176,,C
인천기지본부,1부두,000000000032206863,,,,70872,,C
인천기지본부,1부두,000000000032206882,,,,1968,,C
인천기지본부,1부두,000000000032206887,,,,3648,,C
인천기지본부,1부두,000000000032206894,,,,94488,,C
인천기지본부,저장부문 1탱크,000000000032206947,,,,9360,,C
인천기지본부,저장부문 2탱크,000000000032207123,,,,62928,,C
인천기지본부,저장부문 2탱크,000000000032207131,,,,64248,,C
인천기지본부,저장부문 2탱크,000000000032207132,,,,64248,,C
인천기지본부,저장부문 3탱크,000000000032207181,오동작/계기불량/작동불량,직접입력,교정/조정/재설정 작업,295,,F
인천기지본부,저장부문 3탱크,000000000032207181,,,,95808,,C
인천기지본부,저장부문 3탱크,000000000032207188,,,,74712,,C
