플랜트,위치,설비,고장 모드,고장 원인,고장 조치사항,작동시간,보수시간,상태플래그
평택기지본부,2부두,000000000012111613,,,,44904,,C
평택기지본부,2부두,000000000012111614,오동작/계기불량/작동불량,부품/자재 불량,부품/자재 교체,45585,32,F
평택기지본부,2부두,000000000012111614,,,,42600,,C
평택기지본부,2부두,000000000012111615,,,,28992,,C
평택기지본부,1부두,000000000012111617,외부 LEAK,설정값불량/점검불량,,82528,,F
평택기지본부,1부두,000000000012111617,,,,10200,,C
인천기지본부,1부두,000000000012200107,,,,49824,,C
인천기지본부,1부두,000000000012200111,,,,15408,,C
인천기지본부,1부두,000000000012200113,외부 LEAK,이완/밀봉/고정 불량,밀봉/조임 작업,446,1467,F
인천기지본부,1부두,000000000012200113,고착 (Stick),노후/장기사용,부품/자재 교체,8895,235,F
인천기지본부,1부두,000000000012200113,,,,74472,,C
인천기지본부,1부두,000000000012200121,,,,56424,,C
인천기지본부,1부두,000000000012200131,,,,86640,,C
인천기지본부,2부두,000000000012200157,외부 LEAK,노후/장기사용,부품/자재 교체,53206,234,F
인천기지본부,2부두,000000000012200157,,,,38952,,C
인천기지본부,2부두,000000000012200162,,,,88920,,C
인천기지본부,2부두,000000000012200163,내부 LEAK,설정값불량/점검불량,교정/조정/재설정 작업,17491,525,F
인천기지본부,2부두,000000000012200163,,,,81768,,C
인천기지본부,2부두,000000000012200164,오동작/계기불량/작동불량,노후/장기사용,부품/자재 교체,5271,220,F
인천기지본부,2부두,000000000012200164,내부 LEAK,Unbalance,시운전 ,5078,1,F
인천기지본부,2부두,000000000012200164,,,,86160,,C
인천기지본부,2부두,000000000012200172,,,,92664,,C
인천기지본부,1부두,000000000012200175,내부 LEAK,부품/자재 불량,교정/조정/재설정 작업,16811,25,F
인천기지본부,1부두,000000000012200175,오동작/계기불량/작동불량,마모(Wear out),부품/자재 교체,1159,798,F
인천기지본부,1부두,000000000012200175,,,,81144,,C
인천기지본부,1부두,000000000012200176,오동작/계기불량/작동불량,직접입력,밀봉/조임 작업,46065,2,F
인천기지본부,1부두,000000000012200176,,,,13560,,C
인천기지본부,2부두,000000000012200181,오동작/계기불량/작동불량,온도변화/열팽창 ,교정/조정/재설정 작업,30092,,F
인천기지본부,2부두,000000000012200181,내부 LEAK,이완/밀봉/고정 불량,교정/조정/재설정 작업,26002,674,F
인천기지본부,2부두,000000000012200181,,,,30360,,C
인천기지본부,1부두,000000000012200203,,,,67464,,C
인천기지본부,1부두,000000000012200212,,,,58272,,C
인천기지본부,1부두,000000000012200219,,,,47856,,C
인천기지본부,1부두,000000000012200222,,,,94896,,C
인천기지본부,1부두,000000000012200224,이완/풀림/탈락,노후/장기사용,밀봉/조임 작업,8323,45,F
인천기지본부,1부두,000000000012200224,이완/풀림/탈락,직접입력,시운전 ,201,1,F
인천기지본부,1부두,000000000012200224,이완/풀림/탈락,노후/장기사용,재설치 ,2054,98,F
인천기지본부,1부두,000000000012200224,고착 (Stick),이물질 ,청소/윤활/코팅 작업,13944,168,F
인천기지본부,1부두,000000000012200224,,,,56760,,C
인천기지본부,1부두,000000000012200225,,,,95088,,C
인천기지본부,1부두,000000000012200233,균열/파손/소손/절단,마모(Wear out),재설치 ,19304,218,F
인천기지본부,1부두,000000000012200233,,,,68256,,C
인천기지본부,1부두,000000000012200235,,,,62712,,C
인천기지본부,1부두,000000000012200242,,,,8064,,C
인천기지본부,2부두,000000000012200272,외부 LEAK,이완/밀봉/고정 불량,밀봉/조임 작업,7763,340,F
인천기지본부,2부두,000000000012200272,,,,43416,,C
인천기지본부,2부두,000000000012200285,,,,96631,,C
인천기지본부,2부두,000000000012200292,,,,13752,,C
인천기지본부,2부두,000000000012200294,,,,76392,,C
인천기지본부,2부두,000000000012200295,,,,7536,,C
인천기지본부,2부두,000000000012200299,오동작/계기불량/작동불량,이완/밀봉/고정 불량,직접입력,64786,886,F
인천기지본부,2부두,000000000012200299,,,,10656,,C
인천기지본부,1부두,000000000012200368,,,,16104,,C
인천기지본부,1부두,000000000012200373,,,,70392,,C
인천기지본부,1부두,000000000012200374,,,,71664,,C
인천기지본부,1부두,000000000012200375,내부 LEAK,이완/밀봉/고정 불량,직접입력,499,,F
인천기지본부,1부두,000000000012200375,외부 LEAK,노후/장기사용,부품/자재 교체,10540,2034,F
인천기지본부,1부두,000000000012200375,내용물 과&부족 ,직접입력,교정/조정/재설정 작업,6392,988,F
인천기지본부,1부두,000000000012200375,,,,79056,,C
인천기지본부,1부두,000000000012200376,,,,95088,,C
인천기지본부,1부두,000000000012200378,직접입력,직접입력,직접입력,29120,163,F
인천기지본부,1부두,000000000012200378,고착 (Stick),,,65827,,F
인천기지본부,1부두,000000000012200378,,,,4008,,C
인천기지본부,1부두,000000000012200440,오동작/계기불량/작동불량,부품/자재 불량,교정/조정/재설정 작업,67544,50,F
인천기지본부,1부두,000000000012200440,,,,23928,,C
인천기지본부,2부두,000000000012200516,내부 LEAK,노후/장기사용,부품/자재 교체,876,700,F
인천기지본부,2부두,000000000012200516,,,,80928,,C
인천기지본부,2부두,000000000012200520,,,,89736,,C
인천기지본부,2부두,000000000012200521,오동작/계기불량/작동불량,이완/밀봉/고정 불량,재설치 ,22883,193,F
인천기지본부,2부두,000000000012200521,오동작/계기불량/작동불량,노후/장기사용,분해점검,29371,133,F
인천기지본부,2부두,000000000012200521,,,,36600,,C
인천기지본부,2부두,000000000012200523,,,,88464,,C
인천기지본부,2부두,000000000012200627,,,,70464,,C
인천기지본부,1부두,000000000012200753,,,,85488,,C
인천기지본부,1부두,000000000012200754,,,,51384,,C
인천기지본부,1부두,000000000012200839,,,,75528,,C
인천기지본부,1부두,000000000012200846,,,,96400,,C
인천기지본부,1부두,000000000012200936,직접입력,직접입력,교정/조정/재설정 작업,37365,180,F
인천기지본부,1부두,000000000012200936,,,,51168,,C
인천기지본부,1부두,000000000012200937,균열/파손/소손/절단,노후/장기사용,재설치 ,20575,179,F
인천기지본부,1부두,000000000012200937,,,,49680,,C
인천기지본부,1부두,000000000012201024,,,,96489,,C
인천기지본부,1부두,000000000012201025,,,,84840,,C
인천기지본부,1부두,000000000012201108,,,,53904,,C
인천기지본부,1부두,000000000012201199,전송/통신 불량,단선/단락/오결선 ,밀봉/조임 작업,134,287,F
인천기지본부,1부두,000000000012201199,,,,88704,,C
인천기지본부,1부두,000000000012201369,,,,63072,,C
인천기지본부,2부두,000000000012201452,,,,84744,,C
인천기지본부,1부두,000000000012205302,오동작/계기불량/작동불량,설정값불량/점검불량,교정/조정/재설정 작업,32795,217,F
인천기지본부,1부두,000000000012205302,,,,51552,,C
인천기지본부,1부두,000000000012205304,,,,14040,,C
인천기지본부,1부두,000000000012205348,,,,81960,,C
인천기지본부,1부두,000000000012205349,외부 LEAK,이완/밀봉/고정 불량,직접입력,33157,,F
인천기지본부,1부두,000000000012205349,,,,49008,,C
인천기지본부,2부두,000000000012205400,오동작/계기불량/작동불량,장기미사용 ,교정/조정/재설정 작업,2323,231,F
인천기지본부,2부두,000000000012205400,고착 (Stick),단선/단락/오결선 ,재설치 ,18057,216,F
인천기지본부,2부두,000000000012205400,,,,73056,,C
인천기지본부,2부두,000000000012205402,결빙(Icing),이완/밀봉/고정 불량,청소/윤활/코팅 작업,327,44,F
인천기지본부,2부두,000000000012205402,오동작/계기불량/작동불량,노후/장기사용,교정/조정/재설정 작업,2533,1488,F
인천기지본부,2부두,000000000012205402,고착 (Stick),이완/밀봉/고정 불량,교정/조정/재설정 작업,6158,380,F
인천기지본부,2부두,000000000012205402,,,,81576,,C
인천기지본부,2부두,000000000012205403,,,,48840,,C
인천기지본부,1부두,000000000012205952,,,,94128,,C
인천기지본부,1부두,000000000012212506,,,,59712,,C
인천기지본부,1부두,000000000012215199,이완/풀림/탈락,노후/장기사용,보강/개조/추가설치,66247,,F
인천기지본부,1부두,000000000012215199,,,,30816,,C
인천기지본부,1부두,000000000012215207,,,,21264,,C
인천기지본부,1부두,000000000012215212,,,,47856,,C
통영기지본부,1부두,000000000012307375,오동작/계기불량/작동불량,부품/자재 불량,직접입력,2533,91,F
통영기지본부,1부두,000000000012307375,,,,72600,,C
통영기지본부,1부두,000000000012307402,,,,10176,,C
통영기지본부,1부두,000000000012307403,,,,14184,,C
통영기지본부,1부두,000000000012307404,,,,79968,,C
통영기지본부,1부두,000000000012307415,,,,92544,,C
통영기지본부,1부두,000000000012307471,오동작/계기불량/작동불량,설정값불량/점검불량,직접입력,60837,452,F
통영기지본부,1부두,000000000012307471,,,,17784,,C
통영기지본부,1부두,000000000012307485,,,,14184,,C
통영기지본부,1부두,000000000012307486,,,,14184,,C
통영기지본부,1부두,000000000012307504,오동작/계기불량/작동불량,노후/장기사용,직접입력,64933,355,F
통영기지본부,1부두,000000000012307504,오동작/계기불량/작동불량,직접입력,직접입력,1361,399,F
통영기지본부,1부두,000000000012307504,,,,14184,,C
통영기지본부,1부두,000000000012307505,,,,14184,,C
통영기지본부,1부두,000000000012307520,내부 LEAK,이완/밀봉/고정 불량,교정/조정/재설정 작업,12933,,F
통영기지본부,1부두,000000000012307520,,,,73080,,C
통영기지본부,1부두,000000000012307542,,,,89328,,C
통영기지본부,1부두,000000000012307547,,,,21216,,C
통영기지본부,1부두,000000000012307554,진동/소음,노후/장기사용,분해점검,370,222,F
통영기지본부,1부두,000000000012307554,,,,72408,,C
통영기지본부,1부두,000000000012307555,,,,95928,,C
통영기지본부,1부두,000000000012307556,,,,15936,,C
통영기지본부,1부두,000000000012307566,,,,92808,,C
통영기지본부,1부두,000000000012307574,외부 LEAK,직접입력,직접입력,40550,354,F
통영기지본부,1부두,000000000012307574,,,,33384,,C
통영기지본부,1부두,000000000012307575,,,,14592,,C
통영기지본부,1부두,000000000012307586,,,,6960,,C
통영기지본부,1부두,000000000012307632,,,,92544,,C
통영기지본부,1부두,000000000012307634,,,,92544,,C
통영기지본부,1부두,000000000012307636,직접입력,직접입력,,71,17,F
통영기지본부,1부두,000000000012307636,,,,82368,,C
통영기지본부,1부두,000000000012307637,,,,32544,,C
통영기지본부,1부두,000000000012307685,,,,95160,,C
통영기지본부,1부두,000000000012307686,,,,71568,,C
통영기지본부,1부두,000000000012307693,,,,85656,,C
통영기지본부,1부두,000000000012307694,,,,21552,,C
통영기지본부,1부두,000000000012307735,,,,92520,,C
통영기지본부,1부두,000000000012307736,,,,8208,,C
통영기지본부,1부두,000000000012309637,,,,12912,,C
통영기지본부,1부두,000000000012309647,,,,12744,,C
통영기지본부,1부두,000000000012309657,,,,10704,,C
통영기지본부,1부두,000000000014004945,전송/통신 불량,부품/자재 불량,부품/자재 교체,2032,377,F
통영기지본부,1부두,000000000014004945,,,,91368,,C
평택기지본부,2부두,000000000014012252,,,,7536,,C
평택기지본부,1부두,000000000014012267,오동작/계기불량/작동불량,노후/장기사용,보강/개조/추가설치,49030,180,F
평택기지본부,1부두,000000000014012267,,,,17616,,C
평택기지본부,2부두,000000000014012268,,,,36864,,C
평택기지본부,2부두,000000000014012274,,,,59040,,C
평택기지본부,1부두,000000000014012289,오동작/계기불량/작동불량,노후/장기사용,분해점검,2325,161,F
평택기지본부,1부두,000000000014012289,,,,82104,,C
평택기지본부,1부두,000000000014012290,내부 LEAK,이완/밀봉/고정 불량,분해점검,15470,3337,F
평택기지본부,1부두,000000000014012290,,,,67464,,C
평택기지본부,1부두,000000000014012291,,,,82560,,C
평택기지본부,2부두,000000000014012309,,,,88512,,C
평택기지본부,1부두,000000000014012325,,,,13920,,C
평택기지본부,1부두,000000000014012330,이완/풀림/탈락,노후/장기사용,교정/조정/재설정 작업,32992,,F
평택기지본부,1부두,000000000014012330,오동작/계기불량/작동불량,온도변화/열팽창 ,교정/조정/재설정 작업,1525,284,F
평택기지본부,1부두,000000000014012330,외부 LEAK,이완/밀봉/고정 불량,분해점검,4743,265,F
평택기지본부,1부두,000000000014012330,과열/발열/열화/과부하 ,단선/단락/오결선 ,,43772,,F
평택기지본부,1부두,000000000014012330,,,,6264,,C
평택기지본부,1부두,000000000014012331,외부 LEAK,부품/자재 불량,부품/자재 교체,4292,4938,F
평택기지본부,1부두,000000000014012331,,,,69072,,C
평택기지본부,1부두,000000000014012333,,,,66792,,C
평택기지본부,1부두,000000000014012334,,,,52872,,C
평택기지본부,1부두,000000000014012335,,,,74640,,C
평택기지본부,1부두,000000000014012336,오동작/계기불량/작동불량,노후/장기사용,교정/조정/재설정 작업,3872,481,F
평택기지본부,1부두,000000000014012336,,,,87048,,C
평택기지본부,1부두,000000000014012339,,,,50040,,C
평택기지본부,1부두,000000000014012341,정지(Trip)/기동불량/전원불량,과부하 (Over Load),시운전 ,17347,140,F
평택기지본부,1부두,000000000014012341,,,,52776,,C
평택기지본부,1부두,000000000014012343,고착 (Stick),이완/밀봉/고정 불량,교정/조정/재설정 작업,1173,251,F
평택기지본부,1부두,000000000014012343,,,,86880,,C
평택기지본부,1부두,000000000014012345,,,,9624,,C
평택기지본부,1부두,000000000014012346,,,,10992,,C
통영기지본부,1부두,000000000014015467,,,,89016,,C
통영기지본부,1부두,000000000014019840,,,,83976,,C
통영기지본부,1부두,000000000014019841,,,,83976,,C
통영기지본부,1부두,000000000014019842,,,,83976,,C
통영기지본부,1부두,000000000014019843,,,,83976,,C
통영기지본부,1부두,000000000014019844,,,,83976,,C
통영기지본부,1부두,000000000014019845,,,,83976,,C
통영기지본부,1부두,000000000014019846,,,,83976,,C
통영기지본부,1부두,000000000014019847,,,,83976,,C
통영기지본부,1부두,000000000014019848,,,,83976,,C
통영기지본부,1부두,000000000014019849,,,,83976,,C
통영기지본부,1부두,000000000014019850,,,,83976,,C
통영기지본부,1부두,000000000014019851,,,,83976,,C
통영기지본부,2부두,000000000014024675,,,,75096,,C
통영기지본부,2부두,000000000014024676,,,,75096,,C
통영기지본부,2부두,000000000014024677,,,,75096,,C
통영기지본부,2부두,000000000014024678,,,,75096,,C
통영기지본부,2부두,000000000014024679,,,,75096,,C
통영기지본부,2부두,000000000014024680,,,,75096,,C
통영기지본부,2부두,000000000014024681,,,,75096,,C
통영기지본부,2부두,000000000014024682,,,,75096,,C
통영기지본부,2부두,000000000014024683,,,,75096,,C
통영기지본부,2부두,000000000014024686,,,,85104,,C
통영기지본부,2부두,000000000014024687,,,,85104,,C
통영기지본부,2부두,000000000014024688,,,,75096,,C
통영기지본부,2부두,000000000014024689,,,,75096,,C
통영기지본부,2부두,000000000014025100,,,,75072,,C
통영기지본부,2부두,000000000014025101,,,,75072,,C
통영기지본부,2부두,000000000014025102,,,,75072,,C
통영기지본부,2부두,000000000014025103,,,,75072,,C
통영기지본부,2부두,000000000014025104,,,,75072,,C
통영기지본부,2부두,000000000014025105,,,,75072,,C
통영기지본부,2부두,000000000014025106,,,,75072,,C
통영기지본부,2부두,000000000014025107,,,,75072,,C
통영기지본부,2부두,000000000014025108,,,,75072,,C
통영기지본부,2부두,000000000014025109,,,,75072,,C
통영기지본부,2부두,000000000014025110,,,,75072,,C
통영기지본부,2부두,000000000014025111,,,,75072,,C
통영기지본부,2부두,000000000014025112,,,,75072,,C
통영기지본부,2부두,000000000014025113,,,,75072,,C
통영기지본부,2부두,000000000014025114,,,,75072,,C
통영기지본부,2부두,000000000014025115,,,,75072,,C
통영기지본부,2부두,000000000014025116,,,,75072,,C
통영기지본부,2부두,000000000014025117,,,,75072,,C
통영기지본부,2부두,000000000014025118,,,,75072,,C
통영기지본부,2부두,000000000014025119,,,,75072,,C
통영기지본부,2부두,000000000014025120,,,,75072,,C
통영기지본부,2부두,000000000014025121,,,,75072,,C
통영기지본부,2부두,000000000014025122,,,,75072,,C
통영기지본부,2부두,000000000014025123,,,,75072,,C
통영기지본부,2부두,000000000014025124,,,,75072,,C
통영기지본부,2부두,000000000014025127,,,,75072,,C
통영기지본부,2부두,000000000014025128,,,,75072,,C
통영기지본부,2부두,000000000014025129,,,,75072,,C
통영기지본부,2부두,000000000014025130,,,,75072,,C
통영기지본부,2부두,000000000014025131,,,,75072,,C
통영기지본부,2부두,000000000014025132,,,,75072,,C
통영기지본부,2부두,000000000014025133,,,,75072,,C
통영기지본부,2부두,000000000014025134,,,,75072,,C
통영기지본부,2부두,000000000014025135,,,,75072,,C
통영기지본부,2부두,000000000014025136,,,,75072,,C
통영기지본부,2부두,000000000014025137,,,,75072,,C
통영기지본부,2부두,000000000014025138,,,,75072,,C
통영기지본부,2부두,000000000014025139,,,,75072,,C
통영기지본부,2부두,000000000014025140,,,,75072,,C
통영기지본부,2부두,000000000014025141,,,,75072,,C
통영기지본부,2부두,000000000014025142,,,,75072,,C
통영기지본부,2부두,000000000014025143,,,,75072,,C
통영기지본부,2부두,000000000014025144,,,,75072,,C
통영기지본부,2부두,000000000014025145,,,,75072,,C
통영기지본부,2부두,000000000014025146,,,,75072,,C
통영기지본부,2부두,000000000014025147,,,,75072,,C
통영기지본부,2부두,000000000014025148,,,,75072,,C
통영기지본부,2부두,000000000014025149,,,,75072,,C
통영기지본부,2부두,000000000014025150,,,,75072,,C
통영기지본부,2부두,000000000014025151,,,,75072,,C
통영기지본부,2부두,000000000014025152,,,,75072,,C
통영기지본부,2부두,000000000014025153,,,,75072,,C
통영기지본부,2부두,000000000014027964,,,,75072,,C
통영기지본부,2부두,000000000014027965,,,,75072,,C
통영기지본부,2부두,000000000014027966,,,,75072,,C
통영기지본부,2부두,000000000014027967,,,,75072,,C
통영기지본부,2부두,000000000014027968,,,,75072,,C
통영기지본부,2부두,000000000014027969,,,,75072,,C
통영기지본부,2부두,000000000014027970,,,,75072,,C
통영기지본부,2부두,000000000014037462,,,,75072,,C
통영기지본부,2부두,000000000014037463,,,,75072,,C
통영기지본부,2부두,000000000014037467,외부 LEAK,이완/밀봉/고정 불량,분해점검,70293,474,F
통영기지본부,2부두,000000000014037467,,,,4272,,C
통영기지본부,2부두,000000000014037468,,,,75072,,C
통영기지본부,2부두,000000000014037469,,,,75072,,C
통영기지본부,2부두,000000000014037471,,,,75072,,C
통영기지본부,2부두,000000000014037472,,,,75072,,C
통영기지본부,2부두,000000000014037473,,,,75072,,C
통영기지본부,2부두,000000000014037474,,,,75072,,C
통영기지본부,2부두,000000000014037475,,,,75072,,C
통영기지본부,2부두,000000000014037476,,,,75072,,C
통영기지본부,2부두,000000000014037477,,,,75072,,C
통영기지본부,2부두,000000000014037478,,,,75072,,C
통영기지본부,2부두,000000000014037479,,,,75072,,C
통영기지본부,2부두,000000000014037480,,,,75072,,C
통영기지본부,2부두,000000000014037481,,,,75072,,C
통영기지본부,2부두,000000000014037482,,,,75072,,C
통영기지본부,2부두,000000000014037483,,,,75072,,C
통영기지본부,2부두,000000000014037484,,,,75072,,C
통영기지본부,2부두,000000000014037485,,,,75072,,C
통영기지본부,2부두,000000000014037486,,,,75072,,C
통영기지본부,2부두,000000000014037487,,,,75072,,C
통영기지본부,2부두,000000000014037488,,,,75072,,C
통영기지본부,2부두,000000000014037489,,,,75072,,C
통영기지본부,2부두,000000000014037490,,,,75072,,C
통영기지본부,2부두,000000000014037491,,,,75072,,C
통영기지본부,2부두,000000000014037492,,,,75072,,C
통영기지본부,2부두,000000000014037493,,,,75072,,C
통영기지본부,2부두,000000000014037494,,,,75072,,C
통영기지본부,2부두,000000000014037495,,,,75072,,C
통영기지본부,2부두,000000000014037496,,,,75072,,C
통영기지본부,2부두,000000000014037497,,,,75072,,C
통영기지본부,2부두,000000000014037502,,,,75072,,C
통영기지본부,2부두,000000000014037503,,,,75072,,C
통영기지본부,2부두,000000000014037504,,,,75072,,C
통영기지본부,2부두,000000000014037505,,,,75072,,C
통영기지본부,2부두,000000000014037506,,,,75072,,C
통영기지본부,2부두,000000000014037507,오동작/계기불량/작동불량,직접입력,교정/조정/재설정 작업,65872,376,F
통영기지본부,2부두,000000000014037507,,,,8616,,C
통영기지본부,2부두,000000000014037508,,,,75072,,C
통영기지본부,2부두,000000000014037509,,,,75072,,C
통영기지본부,2부두,000000000014038133,,,,75072,,C
통영기지본부,2부두,000000000014038134,,,,75072,,C
통영기지본부,2부두,000000000014038135,,,,75072,,C
통영기지본부,2부두,000000000014038136,,,,75072,,C
통영기지본부,2부두,000000000014038137,,,,75072,,C
통영기지본부,2부두,000000000014038138,,,,75072,,C
통영기지본부,2부두,000000000014038139,,,,75072,,C
통영기지본부,2부두,000000000014038140,,,,75072,,C
통영기지본부,2부두,000000000014038141,,,,75072,,C
통영기지본부,2부두,000000000014038142,,,,75072,,C
통영기지본부,2부두,000000000014038143,,,,75072,,C
통영기지본부,2부두,000000000014038144,,,,75072,,C
통영기지본부,2부두,000000000014038145,,,,75072,,C
통영기지본부,2부두,000000000014038146,,,,75072,,C
통영기지본부,2부두,000000000014038147,,,,75072,,C
통영기지본부,2부두,000000000014038148,,,,75072,,C
통영기지본부,2부두,000000000014038149,,,,75072,,C
통영기지본부,2부두,000000000014038150,내부 LEAK,,,39353,,F
통영기지본부,2부두,000000000014038150,,,,35352,,C
통영기지본부,2부두,000000000014038151,,,,75072,,C
통영기지본부,2부두,000000000014038152,,,,75072,,C
통영기지본부,2부두,000000000014038153,,,,75072,,C
통영기지본부,2부두,000000000014038154,,,,75072,,C
통영기지본부,2부두,000000000014038155,,,,75072,,C
통영기지본부,2부두,000000000014038156,,,,75072,,C
통영기지본부,2부두,000000000014038157,,,,75072,,C
통영기지본부,2부두,000000000014038158,,,,75072,,C
통영기지본부,2부두,000000000014038159,,,,75072,,C
통영기지본부,2부두,000000000014038160,,,,75072,,C
통영기지본부,2부두,000000000014038161,오동작/계기불량/작동불량,노후/장기사용,밀봉/조임 작업,58532,501,F
통영기지본부,2부두,000000000014038161,,,,16104,,C
통영기지본부,2부두,000000000014038162,,,,75072,,C
통영기지본부,2부두,000000000014038163,,,,75072,,C
통영기지본부,2부두,000000000014038164,,,,75072,,C
통영기지본부,2부두,000000000014038165,,,,75072,,C
통영기지본부,2부두,000000000014038166,,,,75072,,C
통영기지본부,2부두,000000000014038167,,,,75072,,C
통영기지본부,2부두,000000000014038168,,,,75072,,C
통영기지본부,2부두,000000000014038169,,,,75072,,C
통영기지본부,2부두,000000000014038170,,,,75072,,C
통영기지본부,2부두,000000000014038171,,,,75072,,C
통영기지본부,2부두,000000000014038172,,,,75072,,C
통영기지본부,2부두,000000000014038173,,,,75072,,C
통영기지본부,2부두,000000000014038174,,,,75072,,C
통영기지본부,2부두,000000000014038175,,,,75072,,C
통영기지본부,2부두,000000000014038176,,,,75072,,C
통영기지본부,2부두,000000000014038177,,,,75072,,C
통영기지본부,2부두,000000000014038178,,,,75072,,C
통영기지본부,2부두,000000000014038179,,,,75072,,C
통영기지본부,2부두,000000000014038180,,,,75072,,C
통영기지본부,2부두,000000000014038181,,,,75072,,C
통영기지본부,2부두,000000000014038182,,,,75072,,C
통영기지본부,2부두,000000000014038183,,,,75072,,C
통영기지본부,2부두,000000000014038184,,,,75072,,C
통영기지본부,2부두,000000000014038185,,,,75072,,C
통영기지본부,2부두,000000000014038186,,,,75072,,C
통영기지본부,2부두,000000000014038187,,,,75072,,C
통영기지본부,2부두,000000000014038188,,,,75072,,C
통영기지본부,2부두,000000000014038189,,,,75072,,C
통영기지본부,2부두,000000000014038190,,,,75072,,C
통영기지본부,2부두,000000000014038191,,,,75072,,C
통영기지본부,2부두,000000000014038192,,,,75072,,C
통영기지본부,2부두,000000000014038193,,,,75072,,C
통영기지본부,2부두,000000000014038194,,,,75072,,C
통영기지본부,2부두,000000000014038195,,,,75072,,C
통영기지본부,2부두,000000000014038196,,,,75072,,C
통영기지본부,2부두,000000000014038197,,,,75072,,C
통영기지본부,2부두,000000000014038198,,,,75072,,C
통영기지본부,2부두,000000000014038199,,,,75072,,C
통영기지본부,2부두,000000000014038200,,,,75072,,C
통영기지본부,2부두,000000000014038203,,,,75072,,C
통영기지본부,2부두,000000000014038204,,,,75072,,C
통영기지본부,2부두,000000000014038205,,,,75072,,C
통영기지본부,2부두,000000000014038206,,,,75072,,C
통영기지본부,2부두,000000000014038207,,,,75072,,C
통영기지본부,2부두,000000000014038208,,,,75072,,C
통영기지본부,2부두,000000000014038209,,,,75072,,C
통영기지본부,2부두,000000000014038210,,,,75072,,C
통영기지본부,2부두,000000000014038211,,,,75072,,C
통영기지본부,2부두,000000000014038212,,,,75072,,C
통영기지본부,2부두,000000000014038213,,,,75072,,C
통영기지본부,2부두,000000000014038214,,,,75072,,C
통영기지본부,2부두,000000000014038215,,,,75072,,C
통영기지본부,2부두,000000000014038216,,,,75072,,C
통영기지본부,2부두,000000000014038217,,,,75072,,C
통영기지본부,2부두,000000000014038218,,,,75072,,C
통영기지본부,2부두,000000000014038219,,,,75072,,C
통영기지본부,2부두,000000000014038220,,,,75072,,C
통영기지본부,2부두,000000000014038221,,,,75072,,C
통영기지본부,2부두,000000000014038222,,,,75072,,C
통영기지본부,2부두,000000000014038223,,,,75072,,C
통영기지본부,2부두,000000000014038224,,,,75072,,C
통영기지본부,2부두,000000000014038225,,,,75072,,C
통영기지본부,2부두,000000000014038226,,,,75072,,C
통영기지본부,2부두,000000000014038227,,,,75072,,C
통영기지본부,2부두,000000000014038228,,,,75072,,C
통영기지본부,2부두,000000000014038229,,,,75072,,C
통영기지본부,2부두,000000000014038230,,,,75072,,C
통영기지본부,2부두,000000000014038231,,,,75072,,C
