플랜트,위치,설비,고장 모드,고장 원인,고장 조치사항,작동시간,보수시간,상태플래그
인천기지본부,1공장 1차펌프,000000000012213457,진동/소음,H/W 오류,분해점검,18994,218,F
인천기지본부,1공장 1차펌프,000000000012213457,오동작/계기불량/작동불량,부품/자재 불량,재설치 ,55294,35,F
인천기지본부,1공장 1차펌프,000000000012213457,경보(Alarm)/차압발생,직접입력,직접입력,2287,331,F
인천기지본부,1공장 1차펌프,000000000012213457,,,,19104,,C
인천기지본부,1공장 1차펌프,000000000012213458,오동작/계기불량/작동불량,부품/자재 불량,재설치 ,62902,35,F
인천기지본부,1공장 1차펌프,000000000012213458,,,,21864,,C
인천기지본부,1공장 1차펌프,000000000012213459,,,,67872,,C
인천기지본부,1공장 1차펌프,000000000012213461,오동작/계기불량/작동불량,이완/밀봉/고정 불량,교정/조정/재설정 작업,10760,627,F
인천기지본부,1공장 1차펌프,000000000012213461,고착 (Stick),이완/밀봉/고정 불량,교정/조정/재설정 작업,63321,8,F
인천기지본부,1공장 1차펌프,000000000012213461,오동작/계기불량/작동불량,직접입력,직접입력,12883,69,F
인천기지본부,1공장 1차펌프,000000000012213461,,,,7848,,C
인천기지본부,1공장 1차펌프,000000000012213462,,,,99351,,C
인천기지본부,1공장 1차펌프,000000000012213464,,,,2856,,C
인천기지본부,1공장 1차펌프,000000000012213466,,,,89184,,C
인천기지본부,1공장 1차펌프,000000000012213467,,,,68904,,C
인천기지본부,1공장 1차펌프,000000000012213468,균열/파손/소손/절단,유실/폭우/폭설,밀봉/조임 작업,16843,207,F
인천기지본부,1공장 1차펌프,000000000012213468,정지(Trip)/기동불량/전원불량,노후/장기사용,분해점검,15594,212,F
인천기지본부,1공장 1차펌프,000000000012213468,정지(Trip)/기동불량/전원불량,직접입력,분해점검,7890,307,F
인천기지본부,1공장 1차펌프,000000000012213468,,,,43440,,C
인천기지본부,1공장 1차펌프,000000000012213469,오동작/계기불량/작동불량,S/W 오류,직접입력,2469,162,F
인천기지본부,1공장 1차펌프,000000000012213469,진동/소음,절연/접지 불량,보강/개조/추가설치,12927,240,F
인천기지본부,1공장 1차펌프,000000000012213469,,,,68736,,C
인천기지본부,1공장 1차펌프,000000000012213470,진동/소음,부품/자재 불량,부품/자재 교체,18572,592,F
인천기지본부,1공장 1차펌프,000000000012213470,진동/소음,설정값불량/점검불량,시운전 ,5050,95,F
인천기지본부,1공장 1차펌프,000000000012213470,,,,70800,,C
인천기지본부,1공장 1차펌프,000000000012213471,,,,66312,,C
인천기지본부,1공장 1차펌프,000000000012213472,정지(Trip)/기동불량/전원불량,부품/자재 불량,부품/자재 교체,12422,290,F
인천기지본부,1공장 1차펌프,000000000012213472,,,,18480,,C
인천기지본부,1공장 1차펌프,000000000012213474,진동/소음,부품/자재 불량,부품/자재 교체,25190,47,F
인천기지본부,1공장 1차펌프,000000000012213474,진동/소음,노후/장기사용,직접입력,4253,414,F
인천기지본부,1공장 1차펌프,000000000012213474,오동작/계기불량/작동불량,부품/자재 불량,교정/조정/재설정 작업,30751,10,F
인천기지본부,1공장 1차펌프,000000000012213474,,,,14808,,C
인천기지본부,2공장 1차펌프,000000000012213476,,,,62832,,C
인천기지본부,2공장 1차펌프,000000000012213478,,,,96264,,C
인천기지본부,2공장 1차펌프,000000000012213479,,,,9000,,C
인천기지본부,2공장 1차펌프,000000000012213480,,,,88512,,C
인천기지본부,2공장 1차펌프,000000000012213481,,,,13248,,C
인천기지본부,2공장 1차펌프,000000000012213482,오동작/계기불량/작동불량,직접입력,직접입력,39853,4801,F
인천기지본부,2공장 1차펌프,000000000012213482,,,,8712,,C
인천기지본부,2공장 1차펌프,000000000012213483,,,,21624,,C
인천기지본부,2공장 1차펌프,000000000012213484,정지(Trip)/기동불량/전원불량,이완/밀봉/고정 불량,분해점검,392,2593,F
인천기지본부,2공장 1차펌프,000000000012213484,정지(Trip)/기동불량/전원불량,이완/밀봉/고정 불량,밀봉/조임 작업,7831,193,F
인천기지본부,2공장 1차펌프,000000000012213484,,,,85800,,C
인천기지본부,2공장 1차펌프,000000000012213485,진동/소음,이완/밀봉/고정 불량,밀봉/조임 작업,56898,718,F
인천기지본부,2공장 1차펌프,000000000012213485,,,,20976,,C
인천기지본부,2공장 1차펌프,000000000012213486,정지(Trip)/기동불량/전원불량,부품/자재 불량,부품/자재 교체,29591,1194,F
인천기지본부,2공장 1차펌프,000000000012213486,,,,68184,,C
인천기지본부,2공장 1차펌프,000000000012213488,,,,70344,,C
인천기지본부,2공장 1차펌프,000000000012213489,정지(Trip)/기동불량/전원불량,직접입력,직접입력,1383,234,F
인천기지본부,2공장 1차펌프,000000000012213489,내용물 과&부족 ,직접입력,직접입력,2390,169,F
인천기지본부,2공장 1차펌프,000000000012213489,,,,91272,,C
인천기지본부,2공장 1차펌프,000000000012213490,,,,86880,,C
인천기지본부,2공장 1차펌프,000000000012213492,오동작/계기불량/작동불량,설정값불량/점검불량,교정/조정/재설정 작업,10423,2,F
인천기지본부,2공장 1차펌프,000000000012213492,,,,84288,,C
인천기지본부,2공장 1차펌프,000000000012213493,오동작/계기불량/작동불량,설정값불량/점검불량,교정/조정/재설정 작업,367,2,F
인천기지본부,2공장 1차펌프,000000000012213493,전송/통신 불량,H/W 오류,부품/자재 교체,4744,168,F
인천기지본부,2공장 1차펌프,000000000012213493,정지(Trip)/기동불량/전원불량,이완/밀봉/고정 불량,교정/조정/재설정 작업,40569,32,F
인천기지본부,2공장 1차펌프,000000000012213493,,,,38664,,C
인천기지본부,2공장 1차펌프,000000000012213494,,,,22536,,C
인천기지본부,2공장 1차펌프,000000000012213495,정지(Trip)/기동불량/전원불량,직접입력,직접입력,27661,122,F
인천기지본부,2공장 1차펌프,000000000012213495,,,,42624,,C
인천기지본부,2공장 1차펌프,000000000012213496,,,,3816,,C
인천기지본부,2공장 1차펌프,000000000012213497,진동/소음,직접입력,직접입력,34129,,F
인천기지본부,2공장 1차펌프,000000000012213497,,,,55080,,C
인천기지본부,2공장 1차펌프,000000000012213498,정지(Trip)/기동불량/전원불량,직접입력,직접입력,950,908,F
인천기지본부,2공장 1차펌프,000000000012213498,정지(Trip)/기동불량/전원불량,직접입력,직접입력,547,164,F
인천기지본부,2공장 1차펌프,000000000012213498,정지(Trip)/기동불량/전원불량,부품/자재 불량,부품/자재 교체,1334,576,F
인천기지본부,2공장 1차펌프,000000000012213498,,,,92424,,C
인천기지본부,2공장 1차펌프,000000000012213499,정지(Trip)/기동불량/전원불량,S/W 오류,직접입력,4551,1103,F
인천기지본부,2공장 1차펌프,000000000012213499,오동작/계기불량/작동불량,H/W 오류,교정/조정/재설정 작업,18734,287,F
인천기지본부,2공장 1차펌프,000000000012213499,오동작/계기불량/작동불량,부품/자재 불량,부품/자재 교체,381,163,F
인천기지본부,2공장 1차펌프,000000000012213499,,,,48792,,C
통영기지본부,1공장 1차펌프,000000000012311337,,,,95304,,C
통영기지본부,1공장 1차펌프,000000000012311338,오동작/계기불량/작동불량,노후/장기사용,밀봉/조임 작업,83269,335,F
통영기지본부,1공장 1차펌프,000000000012311338,,,,10440,,C
통영기지본부,1공장 1차펌프,000000000012311339,오동작/계기불량/작동불량,직접입력,교정/조정/재설정 작업,16403,197,F
통영기지본부,1공장 1차펌프,000000000012311339,,,,68208,,C
통영기지본부,1공장 1차펌프,000000000012311340,,,,98532,,C
통영기지본부,1공장 1차펌프,000000000012311343,,,,87312,,C
통영기지본부,1공장 1차펌프,000000000012311345,,,,804,,F
통영기지본부,1공장 1차펌프,000000000012311345,,,,94008,,C
통영기지본부,1공장 1차펌프,000000000012311346,,,,89496,,C
통영기지본부,1공장 1차펌프,000000000012311347,,,,73800,,C
통영기지본부,1공장 1차펌프,000000000012311350,,,,68352,,C
통영기지본부,2공장 1차펌프,000000000012312179,오동작/계기불량/작동불량,부품/자재 불량,부품/자재 교체,523,669,F
통영기지본부,2공장 1차펌프,000000000012312179,,,,92256,,C
통영기지본부,2공장 1차펌프,000000000012312180,오동작/계기불량/작동불량,부품/자재 불량,부품/자재 교체,524,668,F
통영기지본부,2공장 1차펌프,000000000012312180,,,,92256,,C
통영기지본부,2공장 2차펌프,000000000012312181,오동작/계기불량/작동불량,부품/자재 불량,부품/자재 교체,850,839,F
통영기지본부,2공장 2차펌프,000000000012312181,,,,91920,,C
통영기지본부,2공장 2차펌프,000000000012312182,오동작/계기불량/작동불량,직접입력,교정/조정/재설정 작업,2079,431,F
통영기지본부,2공장 2차펌프,000000000012312182,오동작/계기불량/작동불량,부품/자재 불량,부품/자재 교체,851,838,F
통영기지본부,2공장 2차펌프,000000000012312182,경보(Alarm)/차압발생,부품/자재 불량,직접입력,11179,666,F
통영기지본부,2공장 2차펌프,000000000012312182,진동/소음,직접입력,직접입력,525,255,F
통영기지본부,2공장 2차펌프,000000000012312182,직접입력,직접입력,직접입력,13235,,F
통영기지본부,2공장 2차펌프,000000000012312182,,,,66192,,C
통영기지본부,2공장 1차펌프,000000000014016748,결빙(Icing),이완/밀봉/고정 불량,직접입력,4141,530,F
통영기지본부,2공장 1차펌프,000000000014016748,,,,82680,,C
통영기지본부,2공장 1차펌프,000000000014016749,오동작/계기불량/작동불량,설정값불량/점검불량,교정/조정/재설정 작업,51850,387,F
통영기지본부,2공장 1차펌프,000000000014016749,,,,34920,,C
통영기지본부,2공장 1차펌프,000000000014016750,,,,87144,,C
통영기지본부,2공장 1차펌프,000000000014016751,결빙(Icing),직접입력,철거/전지작업,4282,217,F
통영기지본부,2공장 1차펌프,000000000014016751,오동작/계기불량/작동불량,부품/자재 불량,부품/자재 교체,68346,2253,F
통영기지본부,2공장 1차펌프,000000000014016751,,,,12000,,C
통영기지본부,2공장 1차펌프,000000000014016752,,,,87288,,C
통영기지본부,2공장 1차펌프,000000000014016753,결빙(Icing),이완/밀봉/고정 불량,직접입력,4285,530,F
통영기지본부,2공장 1차펌프,000000000014016753,,,,82680,,C
통영기지본부,2공장 1차펌프,000000000014022565,오동작/계기불량/작동불량,직접입력,직접입력,40987,379,F
통영기지본부,2공장 1차펌프,000000000014022565,,,,34752,,C
통영기지본부,2공장 1차펌프,000000000014022566,,,,76104,,C
통영기지본부,2공장 1차펌프,000000000014022567,,,,76104,,C
통영기지본부,2공장 1차펌프,000000000014022568,오동작/계기불량/작동불량,설정값불량/점검불량,직접입력,46891,351,F
통영기지본부,2공장 1차펌프,000000000014022568,,,,28848,,C
통영기지본부,2공장 1차펌프,000000000014022569,,,,76104,,C
통영기지본부,2공장 1차펌프,000000000014022570,,,,76104,,C
평택기지본부,2공장 1차펌프,000000000014023271,,,,83904,,C
평택기지본부,2공장 1차펌프,000000000014023272,,,,83904,,C
평택기지본부,2공장 1차펌프,000000000014023273,,,,83904,,C
평택기지본부,2공장 1차펌프,000000000014023274,,,,83904,,C
평택기지본부,2공장 1차펌프,000000000014023275,전송/통신 불량,부품/자재 불량,부품/자재 교체,28456,692,F
평택기지본부,2공장 1차펌프,000000000014023275,오동작/계기불량/작동불량,이물질 ,교정/조정/재설정 작업,1184,103,F
평택기지본부,2공장 1차펌프,000000000014023275,오동작/계기불량/작동불량,부품/자재 불량,교정/조정/재설정 작업,47073,340,F
평택기지본부,2공장 1차펌프,000000000014023275,,,,5040,,C
평택기지본부,2공장 1차펌프,000000000014023276,오동작/계기불량/작동불량,이완/밀봉/고정 불량,밀봉/조임 작업,19940,498,F
평택기지본부,2공장 1차펌프,000000000014023276,오동작/계기불량/작동불량,부품/자재 불량,부품/자재 교체,38701,315,F
평택기지본부,2공장 1차펌프,000000000014023276,,,,24624,,C
평택기지본부,2공장 1차펌프,000000000014023277,오동작/계기불량/작동불량,노후/장기사용,부품/자재 교체,15691,1053,F
평택기지본부,2공장 1차펌프,000000000014023277,오동작/계기불량/작동불량,부품/자재 불량,교정/조정/재설정 작업,28931,169,F
평택기지본부,2공장 1차펌프,000000000014023277,,,,38976,,C
평택기지본부,2공장 1차펌프,000000000014023278,,,,83904,,C
평택기지본부,2공장 1차펌프,000000000014023279,,,,83904,,C
평택기지본부,2공장 1차펌프,000000000014023280,오동작/계기불량/작동불량,온도변화/열팽창 ,교정/조정/재설정 작업,8304,344,F
평택기지본부,2공장 1차펌프,000000000014023280,오동작/계기불량/작동불량,부품/자재 불량,부품/자재 교체,5871,138,F
평택기지본부,2공장 1차펌프,000000000014023280,내부 LEAK,부품/자재 불량,,14875,,F
평택기지본부,2공장 1차펌프,000000000014023280,오동작/계기불량/작동불량,H/W 오류,부품/자재 교체,10814,169,F
평택기지본부,2공장 1차펌프,000000000014023280,,,,38160,,C
평택기지본부,2공장 1차펌프,000000000014023281,,,,78816,,C
평택기지본부,2공장 1차펌프,000000000014023282,내부 LEAK,노후/장기사용,밀봉/조임 작업,30422,935,F
평택기지본부,2공장 1차펌프,000000000014023282,,,,48240,,C
평택기지본부,2공장 1차펌프,000000000014023283,오동작/계기불량/작동불량,부품/자재 불량,부품/자재 교체,14029,1442,F
평택기지본부,2공장 1차펌프,000000000014023283,,,,64632,,C
평택기지본부,2공장 1차펌프,000000000014023284,오동작/계기불량/작동불량,,,29160,,F
평택기지본부,2공장 1차펌프,000000000014023284,내부 LEAK,노후/장기사용,부품/자재 교체,1285,743,F
평택기지본부,2공장 1차펌프,000000000014023284,,,,47856,,C
평택기지본부,2공장 1차펌프,000000000014023285,,,,78816,,C
평택기지본부,2공장 1차펌프,000000000014023286,오동작/계기불량/작동불량,부품/자재 불량,부품/자재 교체,10003,141,F
평택기지본부,2공장 1차펌프,000000000014023286,내부 LEAK,노후/장기사용,부품/자재 교체,18253,812,F
평택기지본부,2공장 1차펌프,000000000014023286,,,,47856,,C
평택기지본부,2공장 1차펌프,000000000014023287,내부 LEAK,,,28405,,F
평택기지본부,2공장 1차펌프,000000000014023287,,,,47880,,C
평택기지본부,2공장 1차펌프,000000000014023288,,,,76608,,C
통영기지본부,저장부문 17탱크,000000000014026300,오동작/계기불량/작동불량,부품/자재 불량,부품/자재 교체,63154,386,F
통영기지본부,저장부문 17탱크,000000000014026300,,,,5712,,C
통영기지본부,2공장 1차펌프,000000000014026301,직접입력,직접입력,,55387,,F
통영기지본부,2공장 1차펌프,000000000014026301,전송/통신 불량,직접입력,직접입력,5601,268,F
통영기지본부,2공장 1차펌프,000000000014026301,,,,7704,,C
삼척기지본부,1공장 1차펌프,000000000014041136,외부 LEAK,이완/밀봉/고정 불량,,4236,,F
삼척기지본부,1공장 1차펌프,000000000014041136,정지(Trip)/기동불량/전원불량,노후/장기사용,부품/자재 교체,1640,,F
삼척기지본부,1공장 1차펌프,000000000014041136,,,,45720,,C
삼척기지본부,1공장 1차펌프,000000000014041137,직접입력,직접입력,직접입력,37551,386,F
삼척기지본부,1공장 1차펌프,000000000014041137,오동작/계기불량/작동불량,부품/자재 불량,교정/조정/재설정 작업,513,1,F
삼척기지본부,1공장 1차펌프,000000000014041137,,,,13872,,C
삼척기지본부,1공장 1차펌프,000000000014041138,오동작/계기불량/작동불량,설정값불량/점검불량,교정/조정/재설정 작업,4066,390,F
삼척기지본부,1공장 1차펌프,000000000014041138,진동/소음,부품/자재 불량,시운전 ,6896,193,F
삼척기지본부,1공장 1차펌프,000000000014041138,,,,41016,,C
삼척기지본부,1공장 1차펌프,000000000014041139,정지(Trip)/기동불량/전원불량,부품/자재 불량,재설치 ,12060,434,F
삼척기지본부,1공장 1차펌프,000000000014041139,전송/통신 불량,부품/자재 불량,직접입력,487,104,F
삼척기지본부,1공장 1차펌프,000000000014041139,,,,39336,,C
삼척기지본부,1공장 1차펌프,000000000014041140,접점불량/스파크발생 ,부품/자재 불량,부품/자재 교체,15956,378,F
삼척기지본부,1공장 1차펌프,000000000014041140,오동작/계기불량/작동불량,부품/자재 불량,부품/자재 교체,10911,337,F
삼척기지본부,1공장 1차펌프,000000000014041140,,,,24864,,C
삼척기지본부,1공장 1차펌프,000000000014041141,,,,52464,,C
삼척기지본부,1공장 1차펌프,000000000014041142,,,,52464,,C
삼척기지본부,1공장 1차펌프,000000000014041143,,,,52464,,C
삼척기지본부,1공장 1차펌프,000000000014041144,,,,52464,,C
삼척기지본부,1공장 1차펌프,000000000014054579,,,,42264,,C
삼척기지본부,1공장 1차펌프,000000000014054580,,,,42264,,C
삼척기지본부,1공장 1차펌프,000000000014054581,오동작/계기불량/작동불량,이물질 ,청소/윤활/코팅 작업,16885,335,F
삼척기지본부,1공장 1차펌프,000000000014054581,,,,25032,,C
삼척기지본부,1공장 1차펌프,000000000014054582,전송/통신 불량,직접입력,부품/자재 교체,25381,218,F
삼척기지본부,1공장 1차펌프,000000000014054582,외부 LEAK,이완/밀봉/고정 불량,밀봉/조임 작업,1029,163,F
삼척기지본부,1공장 1차펌프,000000000014054582,,,,14568,,C
삼척기지본부,1공장 1차펌프,000000000014054583,오동작/계기불량/작동불량,절연/접지 불량,보강/개조/추가설치,31249,395,F
삼척기지본부,1공장 1차펌프,000000000014054583,,,,10104,,C
삼척기지본부,1공장 1차펌프,000000000014054584,외부 LEAK,이완/밀봉/고정 불량,밀봉/조임 작업,26437,92,F
삼척기지본부,1공장 1차펌프,000000000014054584,,,,14952,,C
삼척기지본부,1공장 1차펌프,000000000014054585,,,,40992,,C
삼척기지본부,1공장 1차펌프,000000000014054586,오동작/계기불량/작동불량,조작/운전 실수,교정/조정/재설정 작업,19501,20,F
삼척기지본부,1공장 1차펌프,000000000014054586,,,,21024,,C
삼척기지본부,1공장 1차펌프,000000000014054587,오동작/계기불량/작동불량,직접입력,직접입력,21451,210,F
삼척기지본부,1공장 1차펌프,000000000014054587,,,,18600,,C
삼척기지본부,1공장 1차펌프,000000000014054588,,,,40776,,C
삼척기지본부,1공장 1차펌프,000000000014054589,,,,40776,,C
삼척기지본부,1공장 1차펌프,000000000014054590,,,,40776,,C
삼척기지본부,1공장 1차펌프,000000000014057517,,,,36192,,C
삼척기지본부,1공장 1차펌프,000000000014057518,,,,36192,,C
삼척기지본부,1공장 1차펌프,000000000014057519,,,,36192,,C
삼척기지본부,1공장 1차펌프,000000000014057520,오동작/계기불량/작동불량,설정값불량/점검불량,교정/조정/재설정 작업,14462,20,F
삼척기지본부,1공장 1차펌프,000000000014057520,오동작/계기불량/작동불량,직접입력,교정/조정/재설정 작업,1953,434,F
삼척기지본부,1공장 1차펌프,000000000014057520,,,,18600,,C
삼척기지본부,1공장 1차펌프,000000000014057521,,,,35976,,C
삼척기지본부,1공장 1차펌프,000000000014057522,직접입력,설계/설치불량/연약지반 ,보강/개조/추가설치,13522,455,F
삼척기지본부,1공장 1차펌프,000000000014057522,,,,21768,,C
삼척기지본부,1공장 1차펌프,000000000014059568,,,,25464,,C
삼척기지본부,1공장 1차펌프,000000000014059569,직접입력,,,22886,,F
삼척기지본부,1공장 1차펌프,000000000014059569,,,,2208,,C
삼척기지본부,1공장 1차펌프,000000000014059570,,,,25464,,C
삼척기지본부,1공장 1차펌프,000000000014059571,,,,25464,,C
삼척기지본부,1공장 1차펌프,000000000014059572,,,,25464,,C
삼척기지본부,1공장 1차펌프,000000000014059573,,,,25464,,C
삼척기지본부,1공장 1차펌프,000000000014059574,이완/풀림/탈락,이완/밀봉/고정 불량,밀봉/조임 작업,6308,349,F
삼척기지본부,1공장 1차펌프,000000000014059574,,,,18816,,C
삼척기지본부,1공장 1차펌프,000000000014059575,,,,25464,,C
삼척기지본부,1공장 1차펌프,000000000014059576,,,,25464,,C
인천기지본부,1공장 1차펌프,000000000014062460,,,,4272,,C
평택기지본부,저장부문 5탱크,000000000022101274,,,,40176,,C
평택기지본부,저장부문 12탱크,000000000022101278,,,,78312,,C
평택기지본부,저장부문 8탱크,000000000022101283,,,,98440,,C
평택기지본부,저장부문 9탱크,000000000022101284,,,,91896,,C
평택기지본부,저장부문 9탱크,000000000022101285,,,,84720,,C
평택기지본부,저장부문 10탱크,000000000022101287,정지(Trip)/기동불량/전원불량,H/W 오류,밀봉/조임 작업,11575,153,F
평택기지본부,저장부문 10탱크,000000000022101287,진동/소음,절연/접지 불량,보강/개조/추가설치,19135,244,F
평택기지본부,저장부문 10탱크,000000000022101287,,,,35208,,C
평택기지본부,저장부문 6탱크,000000000022101290,,,,25056,,C
평택기지본부,1공장 1차펌프,000000000022101840,,,,85848,,C
평택기지본부,1공장 1차펌프,000000000022101841,정지(Trip)/기동불량/전원불량,S/W 오류,직접입력,49783,57,F
평택기지본부,1공장 1차펌프,000000000022101841,,,,22536,,C
평택기지본부,1공장 1차펌프,000000000022101845,,,,64056,,C
평택기지본부,1공장 1차펌프,000000000022101849,,,,73512,,C
인천기지본부,1공장 1차펌프,000000000022202602,오동작/계기불량/작동불량,부품/자재 불량,부품/자재 교체,1767,1243,F
인천기지본부,1공장 1차펌프,000000000022202602,경보(Alarm)/차압발생,설정값불량/점검불량,교정/조정/재설정 작업,4640,248,F
인천기지본부,1공장 1차펌프,000000000022202602,,,,59136,,C
인천기지본부,1공장 1차펌프,000000000022202603,경보(Alarm)/차압발생,이물질 ,청소/윤활/코팅 작업,1770,,F
인천기지본부,1공장 1차펌프,000000000022202603,경보(Alarm)/차압발생,부품/자재 불량,부품/자재 교체,466,1061,F
인천기지본부,1공장 1차펌프,000000000022202603,,,,95088,,C
인천기지본부,1공장 1차펌프,000000000022202605,,,,86304,,C
인천기지본부,1공장 1차펌프,000000000022202610,,,,41280,,C
인천기지본부,1공장 1차펌프,000000000022202612,경보(Alarm)/차압발생,직접입력,시운전 ,2240,181,F
인천기지본부,1공장 1차펌프,000000000022202612,,,,86376,,C
인천기지본부,1공장 1차펌프,000000000022202614,진동/소음,절연/접지 불량,재설치 ,8982,105,F
인천기지본부,1공장 1차펌프,000000000022202614,진동/소음,부품/자재 불량,부품/자재 교체,2423,46,F
