플랜트,위치,설비,고장 모드,고장 원인,고장 조치사항,작동시간,보수시간,상태플래그,Column_10,Column_11,Column_12,Column_13,Column_14,Column_15,Column_16,Column_17,Column_18,Column_19,Column_20,Column_21,Column_22-T,Column_23,Column_24,Column_25,Column_26-T,Column_27,Column_28
대구경북지역본부,관음GS,000000000013002135,,,,92880,*,C,,,,,,,,,,,,,이완/풀림/탈락,4.2993630573248405,0.0000003561380831256088,27,,,
대구경북지역본부,관음GS,000000000013002136,외부 LEAK,부품/자재 불량,분해점검,37129,2,F,,,,,,,,,,,,,전송/통신 불량,3.343949044585987,0.00000027699628687547354,21,,,
대구경북지역본부,관음GS,000000000013002136,,,,61728,*,C,,,,,,,,,,,,,접점불량/스파크발생 ,0.3184713375796178,0.000000026380598750045095,2,,,
대구경북지역본부,중리GS,000000000013002137,,,,71736,*,C,,,,,,,,,,,,,정지(Trip)/기동불량/전원불량,1.7515923566878981,0.00000014509329312524805,11,,,
대구경북지역본부,포항GS,000000000013002140,,,,54024,*,C,,,,,,,,,,,,,직접입력,4.45859872611465,0.00000036932838250063135,28,,,
강원지역본부,음성GS,000000000013002159,,,,13224,*,C,,,,,,,,,,,,,진동/소음,2.229299363057325,0.00000018466419125031568,14,,,
강원지역본부,충주GS,000000000013002162,,,,64656,*,C,,,,,,,,,,,,,핀홀(Pinhole),0.1592356687898089,0.000000013190299375022547,1,,,
강원지역본부,제천GS,000000000013002165,외부 LEAK,부품/자재 불량,부품/자재 교체,30830,192,F,,,,,,,,,,,,,,,,,,,
강원지역본부,제천GS,000000000013002165,,,,14208,*,C,,,,,,,,,,,,,,,,,,,
전북지역본부,보령GS,000000000013002176,외부 LEAK,이완/밀봉/고정 불량,밀봉/조임 작업,64905,126,F,,,,,,,,,,,,,,,,,,,
전북지역본부,보령GS,000000000013002176,,,,25152,*,C,,,,,,,,,,,,,,,,,,,
전북지역본부,전주GS,000000000013002182,,,,30336,*,C,,,,,,,,,,,,,,,,,,,
전북지역본부,김제GS,000000000013002183,,,,92712,*,C,,,,,,,,,,,,,,,,,,,
전북지역본부,김제GS,000000000013002184,,,,36432,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,안중GS,000000000013002190,오동작/계기불량/작동불량,Unbalance,교정/조정/재설정 작업,7360,24,F,,,,,,,,,,,,,,,,,,,
경기지역본부,안중GS,000000000013002190,오동작/계기불량/작동불량,절연/접지 불량,보강/개조/추가설치,1432,472,F,,,,,,,,,,,,,,,,,,,
경기지역본부,안중GS,000000000013002190,오동작/계기불량/작동불량,이물질 ,부품/자재 교체,44969,167,F,,,,,,,,,,,,,,,,,,,
경기지역본부,안중GS,000000000013002190,,,,39576,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,안중GS,000000000013002191,오동작/계기불량/작동불량,Unbalance,교정/조정/재설정 작업,111,169,F,,,,,,,,,,,,,,,,,,,
경기지역본부,안중GS,000000000013002191,오동작/계기불량/작동불량,이완/밀봉/고정 불량,부품/자재 교체,3730,149,F,,,,,,,,,,,,,,,,,,,
경기지역본부,안중GS,000000000013002191,오동작/계기불량/작동불량,설정값불량/점검불량,교정/조정/재설정 작업,177,79,F,,,,,,,,,,,,,,,,,,,
경기지역본부,안중GS,000000000013002191,내부 LEAK,부품/자재 불량,부품/자재 교체,51537,119,F,,,,,,,,,,,,,,,,,,,
경기지역본부,안중GS,000000000013002191,,,,30720,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,안중GS,000000000013002192,오동작/계기불량/작동불량,이물질 ,분해점검,4888,72,F,,,,,,,,,,,,,,,,,,,
경기지역본부,안중GS,000000000013002192,,,,85488,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,안중GS,000000000013002194,이완/풀림/탈락,이완/밀봉/고정 불량,,20822,26,F,,,,,,,,,,,,,,,,,,,
경기지역본부,안중GS,000000000013002194,,,,61440,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,발안GS,000000000013002196,내부 LEAK,마모(Wear out),분해점검,3586,27,F,,,,,,,,,,,,,,,,,,,
경기지역본부,발안GS,000000000013002196,오동작/계기불량/작동불량,마모(Wear out),분해점검,8151,71,F,,,,,,,,,,,,,,,,,,,
경기지역본부,발안GS,000000000013002196,오동작/계기불량/작동불량,설정값불량/점검불량,교정/조정/재설정 작업,50697,264,F,,,,,,,,,,,,,,,,,,,
경기지역본부,발안GS,000000000013002197,오동작/계기불량/작동불량,직접입력,부품/자재 교체,11199,288,F,,,,,,,,,,,,,,,,,,,
경기지역본부,발안GS,000000000013002197,결빙(Icing),온도변화/열팽창 ,보강/개조/추가설치,21262,96,F,,,,,,,,,,,,,,,,,,,
경기지역본부,반월GS,000000000013002200,,,,90048,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,반월GS,000000000013002201,결빙(Icing),노후/장기사용,부품/자재 교체,4210,387,F,,,,,,,,,,,,,,,,,,,
경기지역본부,반월GS,000000000013002201,,,,32376,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,반월GS,000000000013002202,외부 LEAK,이완/밀봉/고정 불량,밀봉/조임 작업,17254,127,F,,,,,,,,,,,,,,,,,,,
경기지역본부,반월GS,000000000013002202,,,,81768,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,반월GS,000000000013002203,,,,51168,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,반월GS,000000000013002204,내부 LEAK,부품/자재 불량,밀봉/조임 작업,17123,333,F,,,,,,,,,,,,,,,,,,,
경기지역본부,반월GS,000000000013002204,,,,18710,*,F,,,,,,,,,,,,,,,,,,,
경기지역본부,반월GS,000000000013002204,,,,51864,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,반월GS,000000000013002205,,,,97654,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,반월GS,000000000013002206,전송/통신 불량,단선/단락/오결선 ,직접입력,9327,330,F,,,,,,,,,,,,,,,,,,,
경기지역본부,반월GS,000000000013002206,오동작/계기불량/작동불량,부품/자재 불량,부품/자재 교체,13146,645,F,,,,,,,,,,,,,,,,,,,
경기지역본부,반월GS,000000000013002206,오동작/계기불량/작동불량,부식 ,부품/자재 교체,8241,30,F,,,,,,,,,,,,,,,,,,,
경기지역본부,반월GS,000000000013002206,오동작/계기불량/작동불량,부품/자재 불량,부품/자재 교체,21664,312,F,,,,,,,,,,,,,,,,,,,
경기지역본부,반월GS,000000000013002206,,,,44640,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,목감GS,000000000013002209,오동작/계기불량/작동불량,직접입력,분해점검,1023,73,F,,,,,,,,,,,,,,,,,,,
경기지역본부,목감GS,000000000013002209,직접입력,,,13258,*,F,,,,,,,,,,,,,,,,,,,
경기지역본부,목감GS,000000000013002209,이완/풀림/탈락,이완/밀봉/고정 불량,분해점검,19001,135,F,,,,,,,,,,,,,,,,,,,
경기지역본부,목감GS,000000000013002209,외부 LEAK,이완/밀봉/고정 불량,밀봉/조임 작업,41554,102,F,,,,,,,,,,,,,,,,,,,
경기지역본부,목감GS,000000000013002209,,,,15120,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,목감GS,000000000013002210,,,,90648,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,목감GS,000000000013002211,직접입력,직접입력,분해점검,2175,26,F,,,,,,,,,,,,,,,,,,,
경기지역본부,목감GS,000000000013002211,,,,88464,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,목감GS,000000000013002212,외부 LEAK,이완/밀봉/고정 불량,부품/자재 교체,14057,2368,F,,,,,,,,,,,,,,,,,,,
경기지역본부,목감GS,000000000013002212,변형/변색/부식 ,이물질 ,부품/자재 교체,10711,25,F,,,,,,,,,,,,,,,,,,,
경기지역본부,목감GS,000000000013002212,,,,65856,*,C,,,,,,,,,,,,,,,,,,,
인천지역본부,운연GS,000000000013002216,,,,25344,*,C,,,,,,,,,,,,,,,,,,,
인천지역본부,가좌GS,000000000013002223,,,,16608,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,석수GS,000000000013002251,전송/통신 불량,S/W 오류,교정/조정/재설정 작업,1982,689,F,,,,,,,,,,,,,,,,,,,
경기지역본부,석수GS,000000000013002251,이완/풀림/탈락,노후/장기사용,재설치 ,10787,174,F,,,,,,,,,,,,,,,,,,,
경기지역본부,석수GS,000000000013002251,,,,67680,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,석수GS,000000000013002253,오동작/계기불량/작동불량,노후/장기사용,철거/전지작업,12152,792,F,,,,,,,,,,,,,,,,,,,
경기지역본부,석수GS,000000000013002253,,,,71496,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,평택GS,000000000013002254,외부 LEAK,이완/밀봉/고정 불량,밀봉/조임 작업,26800,184,F,,,,,,,,,,,,,,,,,,,
경기지역본부,평택GS,000000000013002254,전송/통신 불량,설계/설치불량/연약지반 ,직접입력,36683,167,F,,,,,,,,,,,,,,,,,,,
경기지역본부,평택GS,000000000013002254,,,,9000,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,평택GS,000000000013002255,외부 LEAK,노후/장기사용,분해점검,595,109,F,,,,,,,,,,,,,,,,,,,
경기지역본부,평택GS,000000000013002255,,,,58848,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,평택GS,000000000013002257,,,,77016,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,오산GS,000000000013002259,,,,43368,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,오산GS,000000000013002260,외부 LEAK,부품/자재 불량,부품/자재 교체,154,1,F,,,,,,,,,,,,,,,,,,,
경기지역본부,오산GS,000000000013002260,,,,73656,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,분당GS,000000000013002271,,,,56856,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,분당GS,000000000013002272,,,,56856,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,분당GS,000000000013002275,,,,76272,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,분당GS,000000000013002276,,,,76272,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,분당GS,000000000013002277,,,,76272,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,평촌GS,000000000013002280,외부 LEAK,부품/자재 불량,부품/자재 교체,10258,47,F,,,,,,,,,,,,,,,,,,,
경기지역본부,평촌GS,000000000013002280,고착 (Stick),온도변화/열팽창 ,분해점검,25073,2,F,,,,,,,,,,,,,,,,,,,
경기지역본부,평촌GS,000000000013002280,이물질/오염,이물질 ,분해점검,39203,196,F,,,,,,,,,,,,,,,,,,,
경기지역본부,평촌GS,000000000013002280,,,,17496,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,평촌GS,000000000013002281,,,,80736,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,평촌GS,000000000013002282,,,,91392,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,평촌GS,000000000013002285,외부 LEAK,노후/장기사용,,14865,23,F,,,,,,,,,,,,,,,,,,,
경기지역본부,평촌GS,000000000013002285,이물질/오염,이물질 ,청소/윤활/코팅 작업,46265,861,F,,,,,,,,,,,,,,,,,,,
경기지역본부,평촌GS,000000000013002285,,,,16440,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,평촌GS,000000000013002286,,,,90888,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,평촌GS,000000000013002287,,,,48840,*,C,,,,,,,,,,,,,,,,,,,
인천지역본부,남동GS,000000000013002289,,,,10248,*,C,,,,,,,,,,,,,,,,,,,
인천지역본부,남동GS,000000000013002290,,,,30576,*,C,,,,,,,,,,,,,,,,,,,
인천지역본부,남동GS,000000000013002294,,,,30096,*,C,,,,,,,,,,,,,,,,,,,
인천지역본부,남동GS,000000000013002296,,,,12768,*,C,,,,,,,,,,,,,,,,,,,
인천지역본부,남동GS,000000000013002297,,,,21504,*,C,,,,,,,,,,,,,,,,,,,
인천지역본부,남동GS,000000000013002299,,,,26376,*,C,,,,,,,,,,,,,,,,,,,
인천지역본부,경서GS,000000000013002305,,,,5472,*,C,,,,,,,,,,,,,,,,,,,
인천지역본부,경서GS,000000000013002307,,,,36288,*,C,,,,,,,,,,,,,,,,,,,
인천지역본부,영종GS,000000000013002315,전송/통신 불량,설정값불량/점검불량,교정/조정/재설정 작업,11842,2282,F,,,,,,,,,,,,,,,,,,,
인천지역본부,영종GS,000000000013002315,,,,30744,*,C,,,,,,,,,,,,,,,,,,,
인천지역본부,영종GS,000000000013002325,,,,36144,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,동탄GS,000000000013002332,,,,65496,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,동탄GS,000000000013002333,,,,69984,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,동탄GS,000000000013002334,,,,68568,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,동탄GS,000000000013002335,,,,68454,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,동탄GS,000000000013002339,,,,3000,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,동탄GS,000000000013002340,,,,68328,*,C,,,,,,,,,,,,,,,,,,,
경기지역본부,동탄GS,000000000013002341,,,,85848,*,C,,,,,,,,,,,,,,,,,,,
서울지역본부,방배GS,000000000013002359,,,,6000,*,C,,,,,,,,,,,,,,,,,,,
서울지역본부,대치GS,000000000013002361,,,,41304,*,C,,,,,,,,,,,,,,,,,,,
서울지역본부,대치GS,000000000013002363,,,,50256,*,C,,,,,,,,,,,,,,,,,,,
서울지역본부,대치GS,000000000013002364,,,,50256,*,C,,,,,,,,,,,,,,,,,,,
서울지역본부,대치GS,000000000013002365,,,,50256,*,C,,,,,,,,,,,,,,,,,,,
서울지역본부,대치GS,000000000013002366,,,,96144,*,C,,,,,,,,,,,,,,,,,,,
서울지역본부,대치GS,000000000013002367,,,,67056,*,C,,,,,,,,,,,,,,,,,,,
서울지역본부,대치GS,000000000013002369,,,,65592,*,C,,,,,,,,,,,,,,,,,,,
서울지역본부,대치GS,000000000013002371,정지(Trip)/기동불량/전원불량,이완/밀봉/고정 불량,밀봉/조임 작업,24953,22,F,,,,,,,,,,,,,,,,,,,
서울지역본부,대치GS,000000000013002371,외부 LEAK,부품/자재 불량,부품/자재 교체,3812,41,F,,,,,,,,,,,,,,,,,,,
서울지역본부,대치GS,000000000013002371,,,,36456,*,C,,,,,,,,,,,,,,,,,,,
서울지역본부,군자GS,000000000013002374,,,,61968,*,C,,,,,,,,,,,,,,,,,,,
서울지역본부,군자GS,000000000013002376,직접입력,직접입력,교정/조정/재설정 작업,24859,40,F,,,,,,,,,,,,,,,,,,,
서울지역본부,군자GS,000000000013002376,,,,36936,*,C,,,,,,,,,,,,,,,,,,,
서울지역본부,군자GS,000000000013002378,,,,80472,*,C,,,,,,,,,,,,,,,,,,,
서울지역본부,상계GS,000000000013002381,,,,74040,*,C,,,,,,,,,,,,,,,,,,,
서울지역본부,상계GS,000000000013002382,,,,74040,*,C,,,,,,,,,,,,,,,,,,,
서울지역본부,합정GS,000000000013002390,이물질/오염,이물질 ,분해점검,1290,550,F,,,,,,,,,,,,,,,,,,,
서울지역본부,합정GS,000000000013002391,외부 LEAK,노후/장기사용,밀봉/조임 작업,30853,*,F,,,,,,,,,,,,,,,,,,,
서울지역본부,합정GS,000000000013002393,오동작/계기불량/작동불량,부품/자재 불량,부품/자재 교체,379,355,F,,,,,,,,,,,,,,,,,,,
서울지역본부,중동GS,000000000013002395,,,,92856,*,C,,,,,,,,,,,,,,,,,,,
서울지역본부,중동GS,000000000013002399,,,,66960,*,C,,,,,,,,,,,,,,,,,,,
서울지역본부,중동GS,000000000013002401,,,,66960,*,C,,,,,,,,,,,,,,,,,,,
서울지역본부,중동GS,000000000013002402,,,,89568,*,C,,,,,,,,,,,,,,,,,,,
서울지역본부,중동GS,000000000013002403,,,,74400,*,C,,,,,,,,,,,,,,,,,,,
서울지역본부,방화GS,000000000013002404,,,,98888,*,C,,,,,,,,,,,,,,,,,,,
서울지역본부,방화GS,000000000013002405,외부 LEAK,직접입력,교정/조정/재설정 작업,5125,265,F,,,,,,,,,,,,,,,,,,,
서울지역본부,방화GS,000000000013002405,진동/소음,부품/자재 불량,부품/자재 교체,70358,169,F,,,,,,,,,,,,,,,,,,,
서울지역본부,방화GS,000000000013002405,,,,4008,*,C,,,,,,,,,,,,,,,,,,,
서울지역본부,방화GS,000000000013002406,,,,13632,*,C,,,,,,,,,,,,,,,,,,,
서울지역본부,일산GS,000000000013002410,,,,86856,*,C,,,,,,,,,,,,,,,,,,,
서울지역본부,일산GS,000000000013002413,,,,74400,*,C,,,,,,,,,,,,,,,,,,,
서울지역본부,일산GS,000000000013002415,외부 LEAK,이완/밀봉/고정 불량,밀봉/조임 작업,67033,29,F,,,,,,,,,,,,,,,,,,,
서울지역본부,일산GS,000000000013002415,,,,29424,*,C,,,,,,,,,,,,,,,,,,,
서울지역본부,일산GS,000000000013002417,,,,74400,*,C,,,,,,,,,,,,,,,,,,,
서울지역본부,일산GS,000000000013002419,,,,11040,*,C,,,,,,,,,,,,,,,,,,,
서울지역본부,일산GS,000000000013002424,,,,36288,*,C,,,,,,,,,,,,,,,,,,,
서울지역본부,파주GS,000000000013002425,,,,90024,*,C,,,,,,,,,,,,,,,,,,,
서울지역본부,파주GS,000000000013002429,,,,92544,*,C,,,,,,,,,,,,,,,,,,,
서울지역본부,의정부GS,000000000013002431,,,,61968,*,C,,,,,,,,,,,,,,,,,,,
서울지역본부,의정부GS,000000000013002432,,,,61968,*,C,,,,,,,,,,,,,,,,,,,
서울지역본부,남양주GS,000000000013002439,,,,57552,*,C,,,,,,,,,,,,,,,,,,,
서울지역본부,남양주GS,000000000013002442,,,,36984,*,C,,,,,,,,,,,,,,,,,,,
서울지역본부,남양주GS,000000000013002443,오동작/계기불량/작동불량,노후/장기사용,부품/자재 교체,33109,195,F,,,,,,,,,,,,,,,,,,,
서울지역본부,남양주GS,000000000013002443,,,,10368,*,C,,,,,,,,,,,,,,,,,,,
대전충청지역본부,천안GS,000000000013002448,,,,70656,*,C,,,,,,,,,,,,,,,,,,,
대전충청지역본부,천안GS,000000000013002449,,,,75744,*,C,,,,,,,,,,,,,,,,,,,
대전충청지역본부,천안GS,000000000013002450,,,,84696,*,C,,,,,,,,,,,,,,,,,,,
대전충청지역본부,천안GS,000000000013002451,,,,84696,*,C,,,,,,,,,,,,,,,,,,,
대전충청지역본부,조치원GS,000000000013002452,,,,81312,*,C,,,,,,,,,,,,,,,,,,,
대전충청지역본부,조치원GS,000000000013002456,균열/파손/소손/절단,부품/자재 불량,부품/자재 교체,32854,24,F,,,,,,,,,,,,,,,,,,,
대전충청지역본부,조치원GS,000000000013002456,외부 LEAK,부품/자재 불량,,40143,0,F,,,,,,,,,,,,,,,,,,,
대전충청지역본부,조치원GS,000000000013002456,,,,25176,*,C,,,,,,,,,,,,,,,,,,,
대전충청지역본부,조치원GS,000000000013002457,,,,79632,*,C,,,,,,,,,,,,,,,,,,,
대전충청지역본부,조치원GS,000000000013002458,이완/풀림/탈락,부품/자재 불량,부품/자재 교체,26030,18,F,,,,,,,,,,,,,,,,,,,
대전충청지역본부,조치원GS,000000000013002458,,,,42312,*,C,,,,,,,,,,,,,,,,,,,
대전충청지역본부,조치원GS,000000000013002459,,,,55080,*,C,,,,,,,,,,,,,,,,,,,
대전충청지역본부,중촌GS,000000000013002460,이완/풀림/탈락,이완/밀봉/고정 불량,부품/자재 교체,526,3,F,,,,,,,,,,,,,,,,,,,
대전충청지역본부,중촌GS,000000000013002460,결빙(Icing),직접입력,분해점검,10136,7,F,,,,,,,,,,,,,,,,,,,
대전충청지역본부,중촌GS,000000000013002460,,,,74256,*,C,,,,,,,,,,,,,,,,,,,
대전충청지역본부,중촌GS,000000000013002461,,,,84936,*,C,,,,,,,,,,,,,,,,,,,
대전충청지역본부,중촌GS,000000000013002462,,,,40008,*,C,,,,,,,,,,,,,,,,,,,
대전충청지역본부,청주GS,000000000013002464,전송/통신 불량,S/W 오류,교정/조정/재설정 작업,33428,90,F,,,,,,,,,,,,,,,,,,,
대전충청지역본부,청주GS,000000000013002464,,,,43872,*,C,,,,,,,,,,,,,,,,,,,
대전충청지역본부,청주GS,000000000013002465,,,,77472,*,C,,,,,,,,,,,,,,,,,,,
대전충청지역본부,청주GS,000000000013002466,외부 LEAK,이완/밀봉/고정 불량,밀봉/조임 작업,32024,78,F,,,,,,,,,,,,,,,,,,,
대전충청지역본부,청주GS,000000000013002466,,,,45288,*,C,,,,,,,,,,,,,,,,,,,
대전충청지역본부,청주GS,000000000013002467,오동작/계기불량/작동불량,부품/자재 불량,부품/자재 교체,9449,167,F,,,,,,,,,,,,,,,,,,,
대전충청지역본부,청주GS,000000000013002467,전송/통신 불량,설정값불량/점검불량,교정/조정/재설정 작업,7792,96,F,,,,,,,,,,,,,,,,,,,
대전충청지역본부,청주GS,000000000013002467,,,,59928,*,C,,,,,,,,,,,,,,,,,,,
대전충청지역본부,방동GS,000000000013002468,외부 LEAK,이완/밀봉/고정 불량,밀봉/조임 작업,11026,5,F,,,,,,,,,,,,,,,,,,,
대전충청지역본부,방동GS,000000000013002468,,,,76368,*,C,,,,,,,,,,,,,,,,,,,
대전충청지역본부,방동GS,000000000013002469,,,,88320,*,C,,,,,,,,,,,,,,,,,,,
대전충청지역본부,방동GS,000000000013002470,전송/통신 불량,설정값불량/점검불량,교정/조정/재설정 작업,28408,*,F,,,,,,,,,,,,,,,,,,,
대전충청지역본부,방동GS,000000000013002470,,,,59640,*,C,,,,,,,,,,,,,,,,,,,
대전충청지역본부,방동GS,000000000013002472,,,,51768,*,C,,,,,,,,,,,,,,,,,,,
대전충청지역본부,계룡GS,000000000013002474,외부 LEAK,이완/밀봉/고정 불량,밀봉/조임 작업,71122,70,F,,,,,,,,,,,,,,,,,,,
대전충청지역본부,계룡GS,000000000013002474,,,,2208,*,C,,,,,,,,,,,,,,,,,,,
대전충청지역본부,계룡GS,000000000013002475,,,,21912,*,C,,,,,,,,,,,,,,,,,,,
대전충청지역본부,계룡MS,000000000013002480,,,,97380,*,C,,,,,,,,,,,,,,,,,,,
대전충청지역본부,계룡MS,000000000013002481,,,,73872,*,C,,,,,,,,,,,,,,,,,,,
대전충청지역본부,,000000000013002482,설치불량/미설치 ,이완/밀봉/고정 불량,이전설치,18112,577,F,,,,,,,,,,,,,,,,,,,
전북지역본부,논산GS,000000000013002482,외부 LEAK,노후/장기사용,밀봉/조임 작업,15202,23,F,,,,,,,,,,,,,,,,,,,
전북지역본부,논산GS,000000000013002482,외부 LEAK,이완/밀봉/고정 불량,밀봉/조임 작업,31351,168,F,,,,,,,,,,,,,,,,,,,
전북지역본부,논산GS,000000000013002482,,,,31248,*,C,,,,,,,,,,,,,,,,,,,
전북지역본부,논산GS,000000000013002483,,,,92256,*,C,,,,,,,,,,,,,,,,,,,
전북지역본부,논산GS,000000000013002485,,,,92568,*,C,,,,,,,,,,,,,,,,,,,
대전충청지역본부,,000000000013002486,오동작/계기불량/작동불량,부품/자재 불량,교정/조정/재설정 작업,512,30,F,,,,,,,,,,,,,,,,,,,
대전충청지역본부,,000000000013002486,외부 LEAK,직접입력,밀봉/조임 작업,11286,98,F,,,,,,,,,,,,,,,,,,,
전북지역본부,논산GS,000000000013002486,,,,69288,*,C,,,,,,,,,,,,,,,,,,,
광주전남지역본부,하남GS,000000000013002487,,,,36096,*,C,,,,,,,,,,,,,,,,,,,
광주전남지역본부,평동GS,000000000013002493,오동작/계기불량/작동불량,이완/밀봉/고정 불량,부품/자재 교체,2774,267,F,,,,,,,,,,,,,,,,,,,
광주전남지역본부,평동GS,000000000013002493,,,,21960,*,C,,,,,,,,,,,,,,,,,,,
광주전남지역본부,평동GS,000000000013002494,,,,93096,*,C,,,,,,,,,,,,,,,,,,,
광주전남지역본부,나주GS,000000000013002498,,,,83256,*,C,,,,,,,,,,,,,,,,,,,
광주전남지역본부,나주GS,000000000013002502,,,,92712,*,C,,,,,,,,,,,,,,,,,,,
광주전남지역본부,목포GS,000000000013002506,오동작/계기불량/작동불량,직접입력,부품/자재 교체,70497,200,F,,,,,,,,,,,,,,,,,,,
광주전남지역본부,목포GS,000000000013002506,,,,17616,*,C,,,,,,,,,,,,,,,,,,,
광주전남지역본부,장등GS,000000000013002511,결빙(Icing),부품/자재 불량,부품/자재 교체,186,133,F,,,,,,,,,,,,,,,,,,,
광주전남지역본부,장등GS,000000000013002511,,,,64152,*,C,,,,,,,,,,,,,,,,,,,
광주전남지역본부,광양GS,000000000013002531,외부 LEAK,이완/밀봉/고정 불량,밀봉/조임 작업,27526,27,F,,,,,,,,,,,,,,,,,,,
광주전남지역본부,광양GS,000000000013002531,,,,70248,*,C,,,,,,,,,,,,,,,,,,,
부산경남지역본부,청량GS,000000000013002541,,,,74208,*,C,,,,,,,,,,,,,,,,,,,
부산경남지역본부,울산GS,000000000013002548,,,,13440,*,C,,,,,,,,,,,,,,,,,,,
