플랜트,위치,설비,고장 모드,고장 원인,고장 조치사항,작동시간,보수시간,상태플래그
평택기지본부,1공장 ORV,000000000012111689,오동작/계기불량/작동불량,이완/밀봉/고정 불량,교정/조정/재설정 작업,15592,260,F
평택기지본부,1공장 ORV,000000000012111689,정지(Trip)/기동불량/전원불량,부품/자재 불량,충진/보충/배출 작업,7039,193,F
평택기지본부,1공장 ORV,000000000012111689,고착 (Stick),이물질 ,청소/윤활/코팅 작업,24103,608,F
평택기지본부,1공장 ORV,000000000012111689,외부 LEAK,부품/자재 불량,직접입력,18086,74,F
평택기지본부,1공장 ORV,000000000012111689,,,,5160,,C
평택기지본부,1공장 Drain 설,000000000012113884,접점불량/스파크발생 ,이완/밀봉/고정 불량,교정/조정/재설정 작업,39766,85,F
평택기지본부,1공장 Drain 설,000000000012113884,오동작/계기불량/작동불량,이완/밀봉/고정 불량,밀봉/조임 작업,27816,60,F
평택기지본부,1공장 Drain 설,000000000012113884,,,,11904,,C
평택기지본부,1공장 Drain 설,000000000012113975,,,,12984,,C
평택기지본부,공통 계량설비,000000000012114006,내부 LEAK,직접입력,청소/윤활/코팅 작업,16638,18,F
평택기지본부,공통 계량설비,000000000012114006,내부 LEAK,이완/밀봉/고정 불량,분해점검,35031,282,F
평택기지본부,공통 계량설비,000000000012114006,,,,46584,,C
평택기지본부,저장부문 5탱크,000000000012114025,,,,22152,,C
평택기지본부,저장부문 7탱크,000000000012114031,,,,13752,,C
평택기지본부,저장부문 7탱크,000000000012114033,,,,92256,,C
평택기지본부,저장부문 10탱크,000000000012114045,,,,11832,,C
평택기지본부,1공장 공기압축설비,000000000012114072,,,,91008,,C
평택기지본부,1공장 BOG 압축기,000000000012114171,,,,76992,,C
평택기지본부,1공장 ORV,000000000012114375,,,,51672,,C
평택기지본부,1공장 ORV,000000000012114376,,,,97815,,C
평택기지본부,1공장 ORV,000000000012114398,,,,97352,,C
평택기지본부,1공장 ORV,000000000012114400,내부 LEAK,이완/밀봉/고정 불량,밀봉/조임 작업,7787,27,F
평택기지본부,1공장 ORV,000000000012114400,,,,86928,,C
평택기지본부,공통 계량설비,000000000012114819,,,,23568,,C
평택기지본부,저장부문 13탱크,000000000012121168,,,,83256,,C
평택기지본부,저장부문 14탱크,000000000012121265,오동작/계기불량/작동불량,장기미사용 ,분해점검,7547,219,F
평택기지본부,저장부문 14탱크,000000000012121265,,,,86304,,C
인천기지본부,1부두,000000000012200107,,,,49824,,C
인천기지본부,1부두,000000000012200111,,,,15408,,C
인천기지본부,2부두,000000000012200157,외부 LEAK,노후/장기사용,부품/자재 교체,53206,234,F
인천기지본부,2부두,000000000012200157,,,,38952,,C
인천기지본부,1부두,000000000012200203,,,,67464,,C
인천기지본부,1부두,000000000012200212,,,,58272,,C
인천기지본부,1부두,000000000012200242,,,,8064,,C
인천기지본부,2부두,000000000012200272,외부 LEAK,이완/밀봉/고정 불량,밀봉/조임 작업,7763,340,F
인천기지본부,2부두,000000000012200272,,,,43416,,C
인천기지본부,저장부문 5탱크,000000000012201044,,,,32400,,C
인천기지본부,저장부문 7탱크,000000000012201236,,,,19224,,C
인천기지본부,저장부문 9탱크,000000000012201405,,,,97152,,C
인천기지본부,저장부문 12탱크,000000000012201797,,,,63720,,C
인천기지본부,저장부문 12탱크,000000000012201909,,,,27264,,C
인천기지본부,저장부문 12탱크,000000000012201913,,,,88272,,C
인천기지본부,저장부문 12탱크,000000000012202005,,,,77784,,C
인천기지본부,저장부문 14탱크,000000000012202538,,,,77976,,C
인천기지본부,저장부문 14탱크,000000000012202540,,,,97936,,C
인천기지본부,저장부문 14탱크,000000000012202542,,,,98127,,C
인천기지본부,저장부문 16탱크,000000000012203056,,,,93336,,C
인천기지본부,저장부문 18탱크,000000000012203567,,,,65904,,C
인천기지본부,1공장 1차펌프,000000000012203730,,,,72576,,C
인천기지본부,1공장 1차펌프,000000000012204006,,,,1944,,C
인천기지본부,1공장 BOG 압축기,000000000012205562,,,,65064,,C
인천기지본부,1공장 BOG 압축기,000000000012205720,,,,19056,,C
인천기지본부,공통 HP 압축기,000000000012205795,,,,41616,,C
인천기지본부,공통 HP 압축기,000000000012205874,오동작/계기불량/작동불량,직접입력,시운전 ,11205,496,F
인천기지본부,공통 HP 압축기,000000000012205874,,,,29784,,C
인천기지본부,1공장 ORV,000000000012207297,,,,23928,,C
인천기지본부,1공장 ORV,000000000012207307,,,,68136,,C
인천기지본부,1공장 ORV,000000000012207316,,,,84800,,C
인천기지본부,1공장 ORV,000000000012207341,,,,68136,,C
인천기지본부,1공장 ORV,000000000012207342,,,,20544,,C
인천기지본부,1공장 ORV,000000000012207343,,,,31320,,C
인천기지본부,1공장 ORV,000000000012207363,,,,94488,,C
인천기지본부,1공장 ORV,000000000012207388,,,,83280,,C
인천기지본부,1공장 ORV,000000000012207413,,,,78720,,C
인천기지본부,1공장 ORV,000000000012207414,이물질/오염,동파(Freezing),보강/개조/추가설치,17414,2590,F
인천기지본부,1공장 ORV,000000000012207414,,,,64056,,C
인천기지본부,1공장 ORV,000000000012207422,,,,41736,,C
인천기지본부,2공장 ORV,000000000012207442,,,,87840,,C
인천기지본부,2공장 ORV,000000000012207456,,,,7536,,C
인천기지본부,2공장 ORV,000000000012207476,,,,98606,,C
인천기지본부,2공장 ORV,000000000012207477,,,,88176,,C
인천기지본부,2공장 ORV,000000000012207480,,,,78000,,C
인천기지본부,2공장 ORV,000000000012207504,,,,79272,,C
인천기지본부,2공장 ORV,000000000012207514,,,,88296,,C
인천기지본부,2공장 SMV,000000000012207545,,,,82632,,C
인천기지본부,2공장 SMV,000000000012207551,,,,65280,,C
인천기지본부,1공장 SMV,000000000012207647,,,,15336,,C
인천기지본부,1공장 SMV,000000000012207663,,,,80496,,C
인천기지본부,1공장 SMV,000000000012207695,,,,21144,,C
인천기지본부,1공장 SMV,000000000012207725,,,,69216,,C
인천기지본부,1공장 SMV,000000000012207733,,,,57960,,C
인천기지본부,1공장 SMV,000000000012207764,,,,83952,,C
인천기지본부,1공장 SMV,000000000012207768,외부 LEAK,노후/장기사용,부품/자재 교체,20029,277,F
인천기지본부,1공장 SMV,000000000012207768,,,,78696,,C
인천기지본부,1공장 SMV,000000000012207769,,,,60720,,C
인천기지본부,2공장 SMV,000000000012207810,,,,6792,,C
인천기지본부,2공장 SMV,000000000012207817,,,,9888,,C
인천기지본부,2공장 SMV,000000000012207821,,,,7536,,C
인천기지본부,2공장 SMV,000000000012207822,,,,97836,,C
인천기지본부,2공장 SMV,000000000012207890,,,,53376,,C
인천기지본부,2공장 SMV,000000000012207906,,,,99448,,C
인천기지본부,2공장 SMV,000000000012207907,,,,13032,,C
인천기지본부,2공장 SMV,000000000012207936,,,,10968,,C
인천기지본부,2공장 SMV,000000000012207946,,,,61944,,C
인천기지본부,2공장 SMV,000000000012207995,,,,78048,,C
인천기지본부,공통 계량설비,000000000012208205,,,,78936,,C
인천기지본부,공통 계량설비,000000000012208206,,,,79488,,C
인천기지본부,공통 계량설비,000000000012208263,,,,94656,,C
인천기지본부,1공장 기화해수펌프,000000000012208432,,,,20472,,C
인천기지본부,2공장 기화해수펌프,000000000012208584,,,,90816,,C
인천기지본부,공통 방산설비,000000000012208613,,,,91344,,C
인천기지본부,공통 계량설비,000000000012208625,,,,67344,,C
인천기지본부,공통 계량설비,000000000012208636,,,,91200,,C
인천기지본부,공통 계량설비,000000000012208648,,,,82056,,C
인천기지본부,공통 계량설비,000000000012208659,,,,66336,,C
인천기지본부,공통 계량설비,000000000012208664,,,,73848,,C
인천기지본부,2공장 질소설비,000000000012208827,,,,5125,,F
인천기지본부,2공장 질소설비,000000000012208827,외부 LEAK,마모(Wear out),밀봉/조임 작업,1284,21,F
인천기지본부,2공장 질소설비,000000000012208827,,,,15072,,C
인천기지본부,2공장 질소설비,000000000012208832,,,,91680,,C
인천기지본부,2공장 질소설비,000000000012208834,고착 (Stick),이물질 ,분해점검,1406,49,F
인천기지본부,2공장 질소설비,000000000012208834,,,,2160,,C
인천기지본부,2공장 질소설비,000000000012208837,,,,18432,,C
인천기지본부,1공장 질소설비,000000000012208873,,,,4464,,C
인천기지본부,1공장 공기압축설비,000000000012208966,,,,91224,,C
인천기지본부,1공장 공기압축설비,000000000012208989,,,,21312,,C
인천기지본부,1공장 공기압축설비,000000000012209016,,,,10320,,C
인천기지본부,1공장 공기압축설비,000000000012209031,,,,5832,,C
인천기지본부,1공장 공기압축설비,000000000012209047,,,,84816,,C
인천기지본부,저장부문 13탱크,000000000012209654,,,,92112,,C
인천기지본부,저장부문 13탱크,000000000012209657,,,,90192,,C
인천기지본부,저장부문 13탱크,000000000012209660,,,,82320,,C
인천기지본부,저장부문 13탱크,000000000012209684,,,,83760,,C
인천기지본부,저장부문 13탱크,000000000012209697,,,,61392,,C
인천기지본부,저장부문 13탱크,000000000012209701,오동작/계기불량/작동불량,이물질 ,분해점검,2005,144,F
인천기지본부,저장부문 13탱크,000000000012209701,외부 LEAK,이완/밀봉/고정 불량,밀봉/조임 작업,29007,141,F
인천기지본부,저장부문 13탱크,000000000012209701,,,,63096,,C
인천기지본부,1공장 기화해수펌프,000000000012210443,,,,95664,,C
인천기지본부,1공장 기화해수펌프,000000000012210447,,,,78408,,C
인천기지본부,1공장 기화해수펌프,000000000012210484,,,,51624,,C
인천기지본부,1공장 기화해수펌프,000000000012210485,,,,72816,,C
인천기지본부,1공장 기화해수펌프,000000000012210486,,,,48360,,C
인천기지본부,1공장 기화해수펌프,000000000012210487,,,,92832,,C
인천기지본부,2공장 SMV,000000000012210517,,,,35760,,C
인천기지본부,2공장 SMV,000000000012210518,,,,32664,,C
인천기지본부,2공장 SMV,000000000012210522,,,,76536,,C
인천기지본부,2공장 SMV,000000000012210525,,,,43776,,C
인천기지본부,2공장 SMV,000000000012210526,,,,67824,,C
인천기지본부,2공장 SMV,000000000012210581,,,,43560,,C
인천기지본부,2공장 SMV,000000000012210587,핀홀(Pinhole),부품/자재 불량,보강/개조/추가설치,22215,,F
인천기지본부,2공장 SMV,000000000012210587,,,,44568,,C
인천기지본부,2공장 SMV,000000000012210592,,,,94152,,C
인천기지본부,2공장 SMV,000000000012210621,,,,49200,,C
인천기지본부,2공장 SMV,000000000012210628,,,,30696,,C
인천기지본부,2공장 SMV,000000000012210642,,,,76032,,C
인천기지본부,공통 비상발전설비,000000000012211202,오동작/계기불량/작동불량,조작/운전 실수,교정/조정/재설정 작업,47,8,F
인천기지본부,1공장 공기압축설비,000000000012211579,,,,97487,,C
인천기지본부,1공장 공기압축설비,000000000012211593,,,,94104,,C
인천기지본부,2공장 기화해수펌프,000000000012212237,,,,41952,,C
인천기지본부,2공장 기화해수펌프,000000000012212245,,,,75072,,C
인천기지본부,2공장 기화해수펌프,000000000012212251,,,,93648,,C
인천기지본부,2공장 기화해수펌프,000000000012212288,,,,75973,,F
인천기지본부,2공장 기화해수펌프,000000000012212288,,,,15000,,C
인천기지본부,2공장 기화해수펌프,000000000012212304,,,,94080,,C
인천기지본부,2공장 기화해수펌프,000000000012212378,,,,15720,,C
인천기지본부,2공장 ORV,000000000012213038,,,,92400,,C
인천기지본부,1공장 SMV,000000000012213060,,,,78504,,C
인천기지본부,2공장 SMV,000000000012213070,,,,15000,,C
인천기지본부,2공장 Drain 설비,000000000012214360,,,,8664,,C
인천기지본부,2공장 Drain 설비,000000000012214362,,,,3480,,C
인천기지본부,2공장 Drain 설비,000000000012214371,,,,12072,,C
인천기지본부,2공장 Drain 설비,000000000012214374,,,,57768,,C
인천기지본부,공통 계량설비,000000000012214408,오동작/계기불량/작동불량,H/W 오류,,4666,197,F
인천기지본부,공통 계량설비,000000000012214408,오동작/계기불량/작동불량,직접입력,교정/조정/재설정 작업,8870,194,F
인천기지본부,공통 계량설비,000000000012214408,,,,52032,,C
인천기지본부,공통 계량설비,000000000012214410,,,,21864,,C
인천기지본부,2공장 2차펌프,000000000012214455,,,,13824,,C
인천기지본부,2공장 2차펌프,000000000012214491,내부 LEAK,직접입력,교정/조정/재설정 작업,26610,,F
인천기지본부,2공장 2차펌프,000000000012214491,,,,63144,,C
인천기지본부,공통 HP 압축기,000000000012214492,,,,63408,,C
인천기지본부,1공장 해수취수설비,000000000012214499,,,,71688,,C
인천기지본부,1공장 SMV,000000000012214766,,,,46848,,C
인천기지본부,1공장 SMV,000000000012214767,,,,79080,,C
인천기지본부,1공장 SMV,000000000012214792,,,,69840,,C
인천기지본부,2공장 SMV,000000000012214862,,,,97836,,C
인천기지본부,2공장 SMV,000000000012214863,,,,53688,,C
인천기지본부,2공장 SMV,000000000012214864,,,,19032,,C
인천기지본부,2공장 SMV,000000000012214869,,,,92736,,C
인천기지본부,2공장 SMV,000000000012214871,오동작/계기불량/작동불량,노후/장기사용,부품/자재 교체,89039,377,F
인천기지본부,2공장 SMV,000000000012214871,,,,7536,,C
인천기지본부,2공장 SMV,000000000012214878,,,,79488,,C
인천기지본부,2공장 재액화설비,000000000012215051,경보(Alarm)/차압발생,부품/자재 불량,부품/자재 교체,22506,,F
인천기지본부,2공장 재액화설비,000000000012215051,,,,19224,,C
인천기지본부,1공장 BOG 압축기,000000000012215147,,,,21216,,C
인천기지본부,1공장 BOG 압축기,000000000012215154,,,,30984,,C
인천기지본부,1공장 BOG 압축기,000000000012215156,,,,96992,,C
인천기지본부,1공장 BOG 압축기,000000000012215176,,,,21216,,C
인천기지본부,2공장 BOG 압축기,000000000012215192,오동작/계기불량/작동불량,노후/장기사용,부품/자재 교체,884,329,F
인천기지본부,2공장 BOG 압축기,000000000012215192,,,,94008,,C
인천기지본부,1공장 질소설비,000000000012215196,내부 LEAK,직접입력,직접입력,25383,1006,F
인천기지본부,1공장 질소설비,000000000012215196,,,,56160,,C
인천기지본부,1부두,000000000012215199,이완/풀림/탈락,노후/장기사용,보강/개조/추가설치,66247,,F
인천기지본부,1부두,000000000012215199,,,,30816,,C
인천기지본부,2공장 ORV,000000000012215228,,,,78024,,C
인천기지본부,2공장 ORV,000000000012215232,,,,89784,,C
인천기지본부,저장부문 11탱크,000000000012215233,,,,73392,,C
인천기지본부,저장부문 12탱크,000000000012215234,진동/소음,노후/장기사용,시운전 ,13671,142,F
인천기지본부,저장부문 12탱크,000000000012215234,,,,61728,,C
인천기지본부,저장부문 13탱크,000000000012215235,,,,39576,,C
인천기지본부,저장부문 14탱크,000000000012215236,,,,33672,,C
인천기지본부,저장부문 16탱크,000000000012215238,,,,4296,,C
인천기지본부,저장부문 18탱크,000000000012215240,,,,91296,,C
인천기지본부,저장부문 11탱크,000000000012215241,,,,56280,,C
인천기지본부,저장부문 11탱크,000000000012215245,,,,19128,,C
인천기지본부,저장부문 14탱크,000000000012215250,,,,34008,,C
인천기지본부,저장부문 13탱크,000000000012215262,,,,80280,,C
인천기지본부,2공장 SMV,000000000012215331,,,,55728,,C
통영기지본부,공통 계량설비,000000000012302669,오동작/계기불량/작동불량,부품/자재 불량,부품/자재 교체,8647,223,F
통영기지본부,공통 계량설비,000000000012302669,오동작/계기불량/작동불량,설정값불량/점검불량,직접입력,76774,86,F
통영기지본부,공통 계량설비,000000000012302669,,,,8712,,C
통영기지본부,공통 계량설비,000000000012302704,,,,33024,,C
통영기지본부,공통 계량설비,000000000012302726,,,,87888,,C
통영기지본부,공통 계량설비,000000000012302742,,,,77472,,C
통영기지본부,공통 계량설비,000000000012302744,,,,94680,,C
통영기지본부,1공장 2차펌프,000000000012303163,,,,52464,,C
통영기지본부,1공장 2차펌프,000000000012303602,,,,86064,,C
통영기지본부,1공장 Drain 설비,000000000012303958,,,,69144,,C
통영기지본부,1공장 SMV,000000000012304033,,,,67272,,C
통영기지본부,1공장 SMV,000000000012304083,,,,67728,,C
통영기지본부,1공장 SMV,000000000012304263,,,,9216,,C
통영기지본부,1공장 SMV,000000000012304268,,,,9000,,C
통영기지본부,1공장 ORV,000000000012304329,,,,85152,,C
통영기지본부,1공장 ORV,000000000012304334,,,,49512,,C
통영기지본부,1공장 ORV,000000000012304344,,,,24264,,C
통영기지본부,1공장 ORV,000000000012304402,이물질/오염,온도변화/열팽창 ,청소/윤활/코팅 작업,63874,96,F
통영기지본부,1공장 ORV,000000000012304402,,,,4272,,C
통영기지본부,1공장 ORV,000000000012304403,,,,1944,,C
통영기지본부,1공장 ORV,000000000012304492,,,,78792,,C
통영기지본부,1공장 ORV,000000000012304520,,,,95520,,C
통영기지본부,1공장 ORV,000000000012304537,,,,91464,,C
통영기지본부,1공장 ORV,000000000012304588,,,,69288,,C
통영기지본부,1공장 ORV,000000000012304640,,,,79632,,C
통영기지본부,공통 HP 압축기,000000000012305520,,,,89928,,C
통영기지본부,1공장 공기압축설비,000000000012305529,,,,52800,,C
통영기지본부,1공장 공기압축설비,000000000012305548,,,,91896,,C
통영기지본부,1공장 공기압축설비,000000000012305588,,,,13920,,C
통영기지본부,1공장 공기압축설비,000000000012305615,,,,64704,,C
통영기지본부,1공장 공기압축설비,000000000012305666,,,,81504,,C
통영기지본부,1공장 공기압축설비,000000000012305670,,,,95424,,C
통영기지본부,1공장 공기압축설비,000000000012305672,,,,14016,,C
통영기지본부,1공장 공기압축설비,000000000012305682,,,,2328,,C
통영기지본부,1공장 1차펌프,000000000012306271,오동작/계기불량/작동불량,마모(Wear out),보강/개조/추가설치,23239,246,F
통영기지본부,1공장 1차펌프,000000000012306271,,,,57000,,C
통영기지본부,1공장 1차펌프,000000000012306272,,,,86544,,C
통영기지본부,1공장 1차펌프,000000000012306286,,,,99097,,C
통영기지본부,1공장 1차펌프,000000000012306288,,,,78048,,C
통영기지본부,1공장 1차펌프,000000000012306303,경보(Alarm)/차압발생,노후/장기사용,청소/윤활/코팅 작업,279,,F
통영기지본부,1공장 1차펌프,000000000012306303,,,,98481,,C
통영기지본부,1공장 재액화설비,000000000012306339,,,,82392,,C
통영기지본부,1공장 재액화설비,000000000012306368,,,,12576,,C
통영기지본부,1공장 재액화설비,000000000012306370,,,,69048,,C
통영기지본부,1공장 1차펌프,000000000012306405,,,,48456,,C
통영기지본부,1공장 BOG 압축기,000000000012306874,,,,8688,,C
통영기지본부,1공장 BOG 압축기,000000000012306889,,,,93816,,C
통영기지본부,1공장 BOG 압축기,000000000012306993,,,,85320,,C
통영기지본부,1공장 질소설비,000000000012306996,,,,91272,,C
통영기지본부,1공장 질소설비,000000000012307193,,,,85320,,C
통영기지본부,1부두,000000000012307375,오동작/계기불량/작동불량,부품/자재 불량,직접입력,2533,91,F
통영기지본부,1부두,000000000012307375,,,,72600,,C
통영기지본부,1부두,000000000012307402,,,,10176,,C
통영기지본부,1부두,000000000012307403,,,,14184,,C
통영기지본부,1부두,000000000012307404,,,,79968,,C
통영기지본부,1부두,000000000012307415,,,,92544,,C
통영기지본부,1공장 Drain 설비,000000000012307455,,,,88272,,C
통영기지본부,1공장 Drain 설비,000000000012307470,,,,77880,,C
통영기지본부,1부두,000000000012307471,오동작/계기불량/작동불량,설정값불량/점검불량,직접입력,60837,452,F
통영기지본부,1부두,000000000012307471,,,,17784,,C
통영기지본부,1부두,000000000012307485,,,,14184,,C
통영기지본부,1부두,000000000012307486,,,,14184,,C
통영기지본부,1부두,000000000012307504,오동작/계기불량/작동불량,노후/장기사용,직접입력,64933,355,F
통영기지본부,1부두,000000000012307504,오동작/계기불량/작동불량,직접입력,직접입력,1361,399,F
통영기지본부,1부두,000000000012307504,,,,14184,,C
통영기지본부,1부두,000000000012307505,,,,14184,,C
통영기지본부,1부두,000000000012307520,내부 LEAK,이완/밀봉/고정 불량,교정/조정/재설정 작업,12933,,F
통영기지본부,1부두,000000000012307520,,,,73080,,C
통영기지본부,1공장 Drain 설비,000000000012307537,,,,50712,,C
통영기지본부,1공장 해수취수설비,000000000012307774,,,,24432,,C
통영기지본부,1공장 해수취수설비,000000000012307775,,,,69960,,C
통영기지본부,스팀보일러,000000000012307802,,,,85632,,C
통영기지본부,스팀보일러,000000000012307804,,,,69456,,C
통영기지본부,스팀보일러,000000000012307818,,,,73248,,C
통영기지본부,스팀보일러,000000000012307820,,,,88008,,C
통영기지본부,스팀보일러,000000000012307835,,,,53688,,C
통영기지본부,1공장 1차펌프,000000000012308566,,,,83088,,C
통영기지본부,1공장 1차펌프,000000000012308572,,,,82680,,C
통영기지본부,1부두,000000000012309130,,,,83640,,C
통영기지본부,저장부문 10탱크,000000000012309332,,,,90360,,C
통영기지본부,저장부문 9탱크,000000000012309620,,,,36576,,C
통영기지본부,2공장 Drain 설비,000000000012309639,,,,78096,,C
